"sourceCode";"sourceName";"targetCode";"targetName"
"4020000003";"Midt-Telemark LKS 03";"40200208";"Flatin"
"4020000003";"Midt-Telemark LKS 03";"40200402";"Gvarv Vest"
"4020000003";"Midt-Telemark LKS 03";"40200404";"Gvarv Øst"
"4022000001";"Seljord LKS 01";"40220101";"Seljord Sentrum - Syd For Riksveg"
"4022000001";"Seljord LKS 01";"40220102";"Seljord Sentrum - Nord For Riksveg"
"4022000001";"Seljord LKS 01";"40220103";"Bjørgesida - Manheim"
"4022000001";"Seljord LKS 01";"40220104";"Vefald - Brekke"
"4022000001";"Seljord LKS 01";"40220105";"Garvik"
"4022000001";"Seljord LKS 01";"40220106";"Dale - Napastå - Jamgrav"
"4022000001";"Seljord LKS 01";"40220107";"Nordbygda"
"4022000001";"Seljord LKS 01";"40220108";"Krokan"
"4022000001";"Seljord LKS 01";"40220201";"Flatdal"
"4022000001";"Seljord LKS 01";"40220202";"Svartdal"
"4022000001";"Seljord LKS 01";"40220203";"Mandal"
"4022000001";"Seljord LKS 01";"40220301";"Langlim"
"4022000001";"Seljord LKS 01";"40220302";"Dyrlandsdalen"
"4022000001";"Seljord LKS 01";"40220303";"Kyrkjemoen"
"4022000001";"Seljord LKS 01";"40220304";"Skori"
"4024000001";"Hjartdal LKS 01";"40240101";"Hjartdal"
"4024000001";"Hjartdal LKS 01";"40240102";"Kvammen"
"4024000001";"Hjartdal LKS 01";"40240103";"Lonar"
"4024000001";"Hjartdal LKS 01";"40240104";"Midtbygda Sauland"
"4024000001";"Hjartdal LKS 01";"40240105";"Landsverk"
"4024000001";"Hjartdal LKS 01";"40240106";"Hovde - Sønderland"
"4024000001";"Hjartdal LKS 01";"40240107";"Tuddal - Bondal"
"4024000001";"Hjartdal LKS 01";"40240108";"Kovedalen"
"4024000001";"Hjartdal LKS 01";"40240109";"Bjordøla"
"4026000001";"Tinn LKS 01";"40260101";"Øverbakke - Urdalen"
"4026000001";"Tinn LKS 01";"40260102";"Fosso"
"4026000001";"Tinn LKS 01";"40260103";"Bergli"
"4026000001";"Tinn LKS 01";"40260104";"Oppbygdi"
"4026000001";"Tinn LKS 01";"40260105";"Heia"
"4026000001";"Tinn LKS 01";"40260106";"Austbygde"
"4026000001";"Tinn LKS 01";"40260107";"Haukås"
"4026000001";"Tinn LKS 01";"40260108";"Lurås"
"4026000001";"Tinn LKS 01";"40260109";"Tessungdalen"
"4026000001";"Tinn LKS 01";"40260110";"Sandsetdalen"
"4026000001";"Tinn LKS 01";"40260201";"Marum"
"4026000001";"Tinn LKS 01";"40260202";"Gauset"
"4026000001";"Tinn LKS 01";"40260203";"Gjøystdal"
"4026000001";"Tinn LKS 01";"40260204";"Ullern"
"4026000001";"Tinn LKS 01";"40260205";"Miland Øst"
"4026000001";"Tinn LKS 01";"40260206";"Miland Vest"
"4026000001";"Tinn LKS 01";"40260207";"Rollag"
"4026000001";"Tinn LKS 01";"40260208";"Kalhovd"
"4026000001";"Tinn LKS 01";"40260301";"Haddeland"
"4026000001";"Tinn LKS 01";"40260302";"Dale"
"4026000001";"Tinn LKS 01";"40260303";"Tverrgrot"
"4026000001";"Tinn LKS 01";"40260304";"Bjørkhaug"
"4026000001";"Tinn LKS 01";"40260311";"Svadde"
"4026000001";"Tinn LKS 01";"40260313";"Veset"
"4026000001";"Tinn LKS 01";"40260314";"Våer"
"4026000001";"Tinn LKS 01";"40260315";"Gvepseborg"
"4026000001";"Tinn LKS 01";"40260316";"Svineroi"
"4026000001";"Tinn LKS 01";"40260317";"Gausdalen"
"4026000001";"Tinn LKS 01";"40260318";"Frøystul"
"4026000001";"Tinn LKS 01";"40260319";"Hjerdalen"
"4026000002";"Tinn LKS 02";"40260305";"Tveito"
"4026000002";"Tinn LKS 02";"40260306";"Ingolfsland"
"4026000002";"Tinn LKS 02";"40260307";"Rjukan Kirke"
"4026000002";"Tinn LKS 02";"40260308";"Bøen - Nordre"
"4026000002";"Tinn LKS 02";"40260309";"Bøen - Søndre"
"4026000002";"Tinn LKS 02";"40260310";"Sølvolden - Krosso"
"4026000002";"Tinn LKS 02";"40260312";"Mæland - Såheim"
"4028000001";"Kviteseid LKS 01";"40280101";"Lislekaas"
"4028000001";"Kviteseid LKS 01";"40280102";"Straumsnes"
"4028000001";"Kviteseid LKS 01";"40280103";"Søndre Vråvatn"
"4028000001";"Kviteseid LKS 01";"40280104";"Sinnes"
"4028000001";"Kviteseid LKS 01";"40280105";"Tveitgrend"
"4028000001";"Kviteseid LKS 01";"40280106";"Lundevall"
"4028000001";"Kviteseid LKS 01";"40280107";"Dalane"
"4028000001";"Kviteseid LKS 01";"40280108";"Ytre Morgedal"
"4028000001";"Kviteseid LKS 01";"40280109";"Nordre Morgedal"
"4028000001";"Kviteseid LKS 01";"40280110";"Ordal"
"4028000001";"Kviteseid LKS 01";"40280111";"Brunkeberg"
"4028000001";"Kviteseid LKS 01";"40280112";"Kviteseid Sentrum"
"4028000001";"Kviteseid LKS 01";"40280113";"Haukom"
"4028000001";"Kviteseid LKS 01";"40280114";"Åsgrend"
"4028000001";"Kviteseid LKS 01";"40280115";"Setfløt"
"4028000001";"Kviteseid LKS 01";"40280116";"Fjågesund"
"4028000001";"Kviteseid LKS 01";"40280117";"Kilen"
"4030000001";"Nissedal LKS 01";"40300101";"Nordre Nissedal"
"4030000001";"Nissedal LKS 01";"40300102";"Nissedal"
"4030000001";"Nissedal LKS 01";"40300103";"Fjone"
"4030000001";"Nissedal LKS 01";"40300104";"Tveit"
"4030000001";"Nissedal LKS 01";"40300105";"Homme - Heimdal"
"4030000001";"Nissedal LKS 01";"40300106";"Tjønnefoss"
"4030000001";"Nissedal LKS 01";"40300107";"Haugsjåsund - Espestøl"
"4030000001";"Nissedal LKS 01";"40300108";"Felle"
"4032000001";"Fyresdal LKS 01";"40320101";"Vik - Fardal"
"4032000001";"Fyresdal LKS 01";"40320102";"Breivik - Birtedalen"
"4032000001";"Fyresdal LKS 01";"40320103";"Valebjørg - Kilegrend"
"4032000001";"Fyresdal LKS 01";"40320104";"Momrak"
"4032000001";"Fyresdal LKS 01";"40320105";"Sørbygda"
"4032000001";"Fyresdal LKS 01";"40320106";"Sentrum"
"4032000001";"Fyresdal LKS 01";"40320107";"Hegglandsgrend"
"4032000001";"Fyresdal LKS 01";"40320108";"Åsland - Kleivgrend"
"4032000001";"Fyresdal LKS 01";"40320109";"Veum - Fjellgardane"
"4032000001";"Fyresdal LKS 01";"40320110";"Hauggrend"
"4034000001";"Tokke LKS 01";"40340101";"Byrte"
"4034000001";"Tokke LKS 01";"40340102";"Mo"
"4034000001";"Tokke LKS 01";"40340103";"Midjås"
"4034000001";"Tokke LKS 01";"40340104";"Vistad"
"4034000001";"Tokke LKS 01";"40340105";"Dalen"
"4034000001";"Tokke LKS 01";"40340106";"Eidsborg - Gøytil - Omdal"
"4034000001";"Tokke LKS 01";"40340107";"Ofte - Hovden"
"4034000001";"Tokke LKS 01";"40340108";"Kvål - Fjellet"
"4034000001";"Tokke LKS 01";"40340109";"Smørklepp - Tveiten"
"4034000001";"Tokke LKS 01";"40340110";"Håtveit"
"4034000001";"Tokke LKS 01";"40340111";"Eik"
"4034000001";"Tokke LKS 01";"40340112";"Eikland"
"4034000001";"Tokke LKS 01";"40340113";"Nordbygdi"
"4034000001";"Tokke LKS 01";"40340114";"Kyrkjebø"
"4034000001";"Tokke LKS 01";"40340115";"Åmdalsverk"
"4034000001";"Tokke LKS 01";"40340116";"Skafsåheia"
"4034000001";"Tokke LKS 01";"40340117";"Frolandsheiane - Byrteheiane"
"4036000001";"Vinje LKS 01";"40360101";"Nesland Nedre"
"4036000001";"Vinje LKS 01";"40360102";"Mannås - Åbø"
"4036000001";"Vinje LKS 01";"40360103";"Hylland"
"4036000001";"Vinje LKS 01";"40360104";"Kostveit"
"4036000001";"Vinje LKS 01";"40360105";"Særensgrend"
"4036000001";"Vinje LKS 01";"40360106";"Bøgrend"
"4036000001";"Vinje LKS 01";"40360107";"Smørklepp"
"4036000001";"Vinje LKS 01";"40360108";"Grungedal"
"4036000001";"Vinje LKS 01";"40360109";"Edland"
"4036000001";"Vinje LKS 01";"40360110";"Haukelid"
"4036000001";"Vinje LKS 01";"40360111";"Vestheiane"
"4036000001";"Vinje LKS 01";"40360112";"Vågslid"
"4036000001";"Vinje LKS 01";"40360113";"Songa Vest"
"4036000001";"Vinje LKS 01";"40360201";"Øyfjell"
"4036000001";"Vinje LKS 01";"40360202";"Rorge"
"4036000001";"Vinje LKS 01";"40360203";"Austbø"
"4036000001";"Vinje LKS 01";"40360204";"Møsstrond"
"4036000001";"Vinje LKS 01";"40360205";"Nesland Øvre"
"4036000001";"Vinje LKS 01";"40360206";"Hadland"
"4036000001";"Vinje LKS 01";"40360207";"Raulandsgrend"
"4036000001";"Vinje LKS 01";"40360208";"Arabygdi"
"4036000001";"Vinje LKS 01";"40360209";"Songa Aust"
"4036000001";"Vinje LKS 01";"40360210";"Møsvatn Vest"
"4036000001";"Vinje LKS 01";"40360211";"Møsvatn Aust"
"4201000001";"Risør LKS 01";"42010101";"Solsiden"
"4201000001";"Risør LKS 01";"42010102";"Buvika"
"4201000001";"Risør LKS 01";"42010103";"Almeheia"
"4201000001";"Risør LKS 01";"42010104";"Tjærhjellen - Linddalen"
"4201000001";"Risør LKS 01";"42010105";"Krana"
"4201000001";"Risør LKS 01";"42010106";"Løkka"
"4201000001";"Risør LKS 01";"42010107";"Risørhuset"
"4201000001";"Risør LKS 01";"42010108";"Viddefjell"
"4201000001";"Risør LKS 01";"42010109";"Tangen"
"4201000001";"Risør LKS 01";"42010110";"Steinramla"
"4201000001";"Risør LKS 01";"42010111";"Enghaven"
"4201000001";"Risør LKS 01";"42010112";"Rådhuset"
"4201000001";"Risør LKS 01";"42010113";"Kamperhaug"
"4201000001";"Risør LKS 01";"42010114";"Meieriet"
"4201000001";"Risør LKS 01";"42010115";"Kirkeberget"
"4201000001";"Risør LKS 01";"42010116";"Risør Kirke"
"4201000001";"Risør LKS 01";"42010117";"Øyer - Holmer"
"4201000001";"Risør LKS 01";"42010201";"Barmen"
"4201000001";"Risør LKS 01";"42010202";"Frydendal"
"4201000001";"Risør LKS 01";"42010203";"Vestlandsstykket"
"4201000001";"Risør LKS 01";"42010204";"Konvoibyen"
"4201000001";"Risør LKS 01";"42010205";"Randvik"
"4201000002";"Risør LKS 02";"42010206";"Terneveien"
"4201000002";"Risør LKS 02";"42010207";"Grundesundsmyra"
"4201000002";"Risør LKS 02";"42010208";"Trondal"
"4201000002";"Risør LKS 02";"42010209";"Frivoll"
"4201000002";"Risør LKS 02";"42010210";"Lindstøl"
"4201000002";"Risør LKS 02";"42010211";"Krabbesund"
"4201000002";"Risør LKS 02";"42010212";"Hope"
"4201000002";"Risør LKS 02";"42010213";"Bossvik - Torskeberg"
"4201000002";"Risør LKS 02";"42010301";"Moen"
"4201000002";"Risør LKS 02";"42010302";"Røysland"
"4201000002";"Risør LKS 02";"42010303";"Akland"
"4201000002";"Risør LKS 02";"42010304";"Søndeled"
"4201000002";"Risør LKS 02";"42010305";"Hasåsmyr"
"4201000002";"Risør LKS 02";"42010306";"Sjåvåg"
"4201000002";"Risør LKS 02";"42010307";"Sevik"
"4201000002";"Risør LKS 02";"42010308";"Hødnebø"
"4201000002";"Risør LKS 02";"42010309";"Gjernes"
"4202000001";"Grimstad LKS 01";"42020101";"Kroken"
"4202000001";"Grimstad LKS 01";"42020102";"Håbbestad"
"4202000001";"Grimstad LKS 01";"42020103";"Lia"
"4202000001";"Grimstad LKS 01";"42020104";"Birketveit"
"4202000001";"Grimstad LKS 01";"42020305";"Prestegårdsskogen"
"4202000001";"Grimstad LKS 01";"42020307";"Landvik"
"4202000001";"Grimstad LKS 01";"42020308";"Bakken"
"4202000001";"Grimstad LKS 01";"42020310";"Morholtmoen"
"4202000001";"Grimstad LKS 01";"42020401";"Tjore"
"4202000001";"Grimstad LKS 01";"42020405";"Inntjore"
"4202000001";"Grimstad LKS 01";"42020406";"Reddal"
"4202000001";"Grimstad LKS 01";"42020407";"Fillingtveit"
"4202000001";"Grimstad LKS 01";"42020408";"Stalleland"
"4202000001";"Grimstad LKS 01";"42020409";"Tønnesøl"
"4202000002";"Grimstad LKS 02";"42020105";"Trålum"
"4202000002";"Grimstad LKS 02";"42020109";"Fevik"
"4202000002";"Grimstad LKS 02";"42020110";"Lauvåsen"
"4202000002";"Grimstad LKS 02";"42020111";"Husland"
"4202000002";"Grimstad LKS 02";"42020112";"Grefstad"
"4202000002";"Grimstad LKS 02";"42020113";"Vik"
"4202000002";"Grimstad LKS 02";"42020114";"Hesnes"
"4202000002";"Grimstad LKS 02";"42020216";"Biestø"
"4202000003";"Grimstad LKS 03";"42020202";"Levermyr 1"
"4202000003";"Grimstad LKS 03";"42020203";"Biodden 1"
"4202000003";"Grimstad LKS 03";"42020206";"Lauvstø"
"4202000003";"Grimstad LKS 03";"42020207";"Grøm"
"4202000003";"Grimstad LKS 03";"42020210";"Tønnevold - Risdal"
"4202000003";"Grimstad LKS 03";"42020304";"Bergemoen 1"
"4202000004";"Grimstad LKS 04";"42020208";"Groos"
"4202000004";"Grimstad LKS 04";"42020213";"Holvika"
"4202000004";"Grimstad LKS 04";"42020214";"Østerhusmoen"
"4202000004";"Grimstad LKS 04";"42020215";"Østerskogen"
"4202000005";"Grimstad LKS 05";"42020201";"Bieheia"
"4202000005";"Grimstad LKS 05";"42020217";"Langhaven"
"4202000005";"Grimstad LKS 05";"42020301";"Fjæreheia"
"4202000005";"Grimstad LKS 05";"42020302";"Fjære"
"4202000005";"Grimstad LKS 05";"42020303";"Frivold"
"4202000006";"Grimstad LKS 06";"42020209";"Groosåsen Nord"
"4202000006";"Grimstad LKS 06";"42020211";"Morholtskogen"
"4202000006";"Grimstad LKS 06";"42020212";"Groosåsen Sør"
"4202000007";"Grimstad LKS 07";"42020204";"Grimstad Sentrum"
"4202000007";"Grimstad LKS 07";"42020205";"Vardeheia - Ruffen"
"4202000008";"Grimstad LKS 08";"42020306";"Molland"
"4202000008";"Grimstad LKS 08";"42020309";"Mollandskjær"
"4202000008";"Grimstad LKS 08";"42020402";"Nørholmen - Omre"
"4202000008";"Grimstad LKS 08";"42020403";"Jortveit"
"4202000008";"Grimstad LKS 08";"42020404";"Lindtveit - Hombor"
"4202000009";"Grimstad LKS 09";"42020106";"Søm"
"4202000009";"Grimstad LKS 09";"42020107";"Ruaker"
"4202000009";"Grimstad LKS 09";"42020108";"Trolldalen"
"4203000001";"Arendal LKS 01";"42031202";"Strengereid"
"4203000001";"Arendal LKS 01";"42031203";"Vatnebu"
"4203000001";"Arendal LKS 01";"42031204";"Staubø"
"4203000001";"Arendal LKS 01";"42031205";"Holmesund"
"4203000001";"Arendal LKS 01";"42031206";"Brårvik"
"4203000001";"Arendal LKS 01";"42031207";"Narestø"
"4203000001";"Arendal LKS 01";"42032203";"Alve - Sandå - Åmdal"
"4203000001";"Arendal LKS 01";"42032204";"Ospestø - Hanstensund"
"4203000001";"Arendal LKS 01";"42032205";"Skare"
"4203000002";"Arendal LKS 02";"42032105";"Færvik - Flangeborg"
"4203000002";"Arendal LKS 02";"42032106";"Tybakken - Gjerrestad"
"4203000002";"Arendal LKS 02";"42032201";"Brekka - Hefte - Vågsnes"
"4203000002";"Arendal LKS 02";"42032202";"Kongshamn"
"4203000003";"Arendal LKS 03";"42035101";"Tyholmen"
"4203000003";"Arendal LKS 03";"42035103";"Blødekjær"
"4203000003";"Arendal LKS 03";"42035104";"Bendiksklev - Langbryggen"
"4203000003";"Arendal LKS 03";"42035201";"Neset"
"4203000003";"Arendal LKS 03";"42035203";"Fløyheia"
"4203000003";"Arendal LKS 03";"42035210";"Strømsbu"
"4203000003";"Arendal LKS 03";"42035213";"Myrene"
"4203000004";"Arendal LKS 04";"42035202";"Skytebanen"
"4203000004";"Arendal LKS 04";"42035204";"Naturparken"
"4203000004";"Arendal LKS 04";"42035301";"Barbugård"
"4203000004";"Arendal LKS 04";"42035302";"Grasåsen"
"4203000004";"Arendal LKS 04";"42035308";"Nyli Syd"
"4203000004";"Arendal LKS 04";"42035405";"Solåsen Øst"
"4203000004";"Arendal LKS 04";"42035407";"Birkenlund"
"4203000005";"Arendal LKS 05";"42035102";"Sentrum"
"4203000005";"Arendal LKS 05";"42035205";"Håvet"
"4203000005";"Arendal LKS 05";"42035206";"Klinkenberg"
"4203000005";"Arendal LKS 05";"42035207";"Høyveien"
"4203000005";"Arendal LKS 05";"42035208";"Stinta"
"4203000005";"Arendal LKS 05";"42035209";"Skibberheia"
"4203000006";"Arendal LKS 06";"42032104";"Steina"
"4203000006";"Arendal LKS 06";"42035401";"Hauene"
"4203000006";"Arendal LKS 06";"42035402";"Kuviga"
"4203000006";"Arendal LKS 06";"42035403";"Sjølyst"
"4203000006";"Arendal LKS 06";"42035404";"Solåsen Vest"
"4203000006";"Arendal LKS 06";"42035406";"Havstad"
"4203000007";"Arendal LKS 07";"42032101";"Pusnes - Roligheten"
"4203000007";"Arendal LKS 07";"42032102";"Bratteklev"
"4203000007";"Arendal LKS 07";"42032103";"Rævesand"
"4203000007";"Arendal LKS 07";"42033101";"Kolbjørnsvik"
"4203000007";"Arendal LKS 07";"42033103";"Sandvigen"
"4203000008";"Arendal LKS 08";"42031301";"Staksnes"
"4203000008";"Arendal LKS 08";"42031302";"Nes"
"4203000008";"Arendal LKS 08";"42031303";"Snekkenes"
"4203000008";"Arendal LKS 08";"42031308";"Stuenes"
"4203000008";"Arendal LKS 08";"42031309";"Vestre Saltrød"
"4203000009";"Arendal LKS 09";"42035408";"Ribuåsen"
"4203000009";"Arendal LKS 09";"42035409";"Kirkefjell"
"4203000009";"Arendal LKS 09";"42035410";"Bjørnebo"
"4203000009";"Arendal LKS 09";"42035411";"Songe"
"4203000009";"Arendal LKS 09";"42035412";"Krøgenes"
"4203000010";"Arendal LKS 10";"42035214";"Torbjørnsbu"
"4203000010";"Arendal LKS 10";"42035303";"Stensås"
"4203000010";"Arendal LKS 10";"42035304";"Waglesgård"
"4203000010";"Arendal LKS 10";"42035307";"Stenklev Øst"
"4203000010";"Arendal LKS 10";"42035309";"Nyli Nord"
"4203000011";"Arendal LKS 11";"42034302";"Rykene - Lindtveit"
"4203000011";"Arendal LKS 11";"42034303";"Nævisdal"
"4203000011";"Arendal LKS 11";"42034304";"Løddesøl"
"4203000011";"Arendal LKS 11";"42034305";"Rise"
"4203000012";"Arendal LKS 12";"42034201";"Strømmen"
"4203000012";"Arendal LKS 12";"42034202";"Solberg"
"4203000012";"Arendal LKS 12";"42035211";"Hansnes"
"4203000012";"Arendal LKS 12";"42035212";"Gåsåsen"
"4203000013";"Arendal LKS 13";"42031101";"Sprøkilen"
"4203000013";"Arendal LKS 13";"42035305";"Torsbuåsen"
"4203000013";"Arendal LKS 13";"42035306";"Stenklev Vest"
"4203000013";"Arendal LKS 13";"42035310";"Jovannslia"
"4203000014";"Arendal LKS 14";"42031305";"Haugereid"
"4203000014";"Arendal LKS 14";"42031306";"Mørfjær"
"4203000014";"Arendal LKS 14";"42031307";"Helle"
"4203000014";"Arendal LKS 14";"42031310";"Alvika"
"4203000015";"Arendal LKS 15";"42031103";"Skjævestad"
"4203000015";"Arendal LKS 15";"42031104";"Karterød"
"4203000015";"Arendal LKS 15";"42031105";"Brekka"
"4203000015";"Arendal LKS 15";"42031106";"Voie"
"4203000015";"Arendal LKS 15";"42031107";"Fløystad"
"4203000015";"Arendal LKS 15";"42031201";"Gartha"
"4203000015";"Arendal LKS 15";"42031304";"Helleheia"
"4203000016";"Arendal LKS 16";"42031102";"Myra"
"4203000016";"Arendal LKS 16";"42034301";"Helle - Nersten"
"4203000016";"Arendal LKS 16";"42034306";"Omholt"
"4203000017";"Arendal LKS 17";"42033104";"His 2"
"4203000017";"Arendal LKS 17";"42034101";"Natvig"
"4203000018";"Arendal LKS 18";"42034203";"Bie"
"4203000018";"Arendal LKS 18";"42034204";"Asdal - Vrengen"
"4203000019";"Arendal LKS 19";"42032107";"Merdø"
"4203000019";"Arendal LKS 19";"42033102";"His 1"
"4203000020";"Arendal LKS 20";"42034102";"Nedenes"
"4204000001";"Kristiansand LKS 01";"42042007";"Ny Hellesund"
"4204000001";"Kristiansand LKS 01";"42042010";"Borøya"
"4204000001";"Kristiansand LKS 01";"42042012";"Birkedalen"
"4204000001";"Kristiansand LKS 01";"42042027";"Amfenes"
"4204000001";"Kristiansand LKS 01";"42042106";"Lohnelia"
"4204000001";"Kristiansand LKS 01";"42042107";"Kjelland"
"4204000001";"Kristiansand LKS 01";"42042110";"Brunvann"
"4204000001";"Kristiansand LKS 01";"42042111";"Try - Tofte - Kleivset"
"4204000001";"Kristiansand LKS 01";"42042112";"Stypstad - Ålo - Tånevik"
"4204000001";"Kristiansand LKS 01";"42042113";"Trysnes"
"4204000001";"Kristiansand LKS 01";"42042117";"Lohne"
"4204000001";"Kristiansand LKS 01";"42042118";"Lohnelia Øst"
"4204000001";"Kristiansand LKS 01";"42042120";"Havåsen"
"4204000001";"Kristiansand LKS 01";"42042121";"Repstad"
"4204000001";"Kristiansand LKS 01";"42042122";"Myran - Svemmeland"
"4204000001";"Kristiansand LKS 01";"42042123";"Skarpeid - Hallandvik"
"4204000001";"Kristiansand LKS 01";"42042124";"Oftenes"
"4204000001";"Kristiansand LKS 01";"42042125";"Oftenes Nord"
"4204000001";"Kristiansand LKS 01";"42042126";"Ausviga"
"4204000001";"Kristiansand LKS 01";"42042201";"Røyrås"
"4204000001";"Kristiansand LKS 01";"42042202";"Breivoll"
"4204000001";"Kristiansand LKS 01";"42042203";"Lauvsland"
"4204000001";"Kristiansand LKS 01";"42042204";"Hønemyr"
"4204000001";"Kristiansand LKS 01";"42042205";"Heggeland"
"4204000001";"Kristiansand LKS 01";"42042206";"Ovland - Spikkeland"
"4204000001";"Kristiansand LKS 01";"42042207";"Kilen"
"4204000001";"Kristiansand LKS 01";"42042301";"Eikeland"
"4204000001";"Kristiansand LKS 01";"42042302";"Stokkeland - Gumpedalen"
"4204000001";"Kristiansand LKS 01";"42042303";"Utsogn - Fidje"
"4204000001";"Kristiansand LKS 01";"42042306";"Gjervoldstad"
"4204000001";"Kristiansand LKS 01";"42042406";"Birkeland"
"4204000002";"Kristiansand LKS 02";"42041301";"Hagen - Haus"
"4204000002";"Kristiansand LKS 02";"42041404";"Grostøl"
"4204000002";"Kristiansand LKS 02";"42041502";"Erkleiv"
"4204000002";"Kristiansand LKS 02";"42041503";"Ålefjær"
"4204000002";"Kristiansand LKS 02";"42041504";"Føreid"
"4204000002";"Kristiansand LKS 02";"42041602";"Kjevik"
"4204000002";"Kristiansand LKS 02";"42041603";"Dønnestad"
"4204000002";"Kristiansand LKS 02";"42041604";"Ryen"
"4204000002";"Kristiansand LKS 02";"42041605";"Tveit - Solsletta"
"4204000002";"Kristiansand LKS 02";"42041606";"Boen - Drangsholt"
"4204000002";"Kristiansand LKS 02";"42041607";"Foss"
"4204000002";"Kristiansand LKS 02";"42041611";"Grasvannet"
"4204000003";"Kristiansand LKS 03";"42040901";"Galgeberg"
"4204000003";"Kristiansand LKS 03";"42040920";"Marviksletta"
"4204000003";"Kristiansand LKS 03";"42041801";"Søm Sør"
"4204000003";"Kristiansand LKS 03";"42041803";"Søm Vest"
"4204000003";"Kristiansand LKS 03";"42041804";"Søm Øst"
"4204000004";"Kristiansand LKS 04";"42042403";"Skinnarsmoen - Hagen"
"4204000004";"Kristiansand LKS 04";"42042404";"Nodeland"
"4204000004";"Kristiansand LKS 04";"42042405";"Rismyr - Greipstad"
"4204000004";"Kristiansand LKS 04";"42042501";"Brennåsen"
"4204000004";"Kristiansand LKS 04";"42042503";"Birkenes - Birkeli"
"4204000004";"Kristiansand LKS 04";"42042504";"Rosseland"
"4204000004";"Kristiansand LKS 04";"42042505";"Volleberg"
"4204000005";"Kristiansand LKS 05";"42040306";"Nordtjønnåsen"
"4204000005";"Kristiansand LKS 05";"42040307";"Augland Terrasse"
"4204000005";"Kristiansand LKS 05";"42040308";"Vågsbygd Sentrum"
"4204000006";"Kristiansand LKS 06";"42041701";"Timenes Nedre"
"4204000006";"Kristiansand LKS 06";"42041709";"Sørlandsparken"
"4204000006";"Kristiansand LKS 06";"42041806";"Korsvik Øst"
"4204000006";"Kristiansand LKS 06";"42041811";"Liane"
"4204000006";"Kristiansand LKS 06";"42041812";"Strømme"
"4204000006";"Kristiansand LKS 06";"42041813";"Beinestad Vest"
"4204000006";"Kristiansand LKS 06";"42041814";"Beinestad Øst"
"4204000006";"Kristiansand LKS 06";"42041815";"Sommerro"
"4204000006";"Kristiansand LKS 06";"42041816";"Torp"
"4204000006";"Kristiansand LKS 06";"42041910";"Bjørnestad"
"4204000006";"Kristiansand LKS 06";"42041911";"Drange - Eftevåg"
"4204000007";"Kristiansand LKS 07";"42040905";"Valhalla Midt"
"4204000007";"Kristiansand LKS 07";"42040907";"Valhalla Nord - Kongsgård"
"4204000007";"Kristiansand LKS 07";"42040910";"Tobienborg"
"4204000008";"Kristiansand LKS 08";"42040408";"Slettheitoppen Midt"
"4204000008";"Kristiansand LKS 08";"42040409";"Slettheitoppen Vest"
"4204000008";"Kristiansand LKS 08";"42040411";"Vågsbygdskogen Nord"
"4204000008";"Kristiansand LKS 08";"42040505";"Borheia"
"4204000008";"Kristiansand LKS 08";"42040509";"Fidjane"
"4204000008";"Kristiansand LKS 08";"42040510";"Borheia Øst"
"4204000008";"Kristiansand LKS 08";"42040706";"Suldalen"
"4204000008";"Kristiansand LKS 08";"42040708";"Krossen - Dalane"
"4204000008";"Kristiansand LKS 08";"42040709";"Gråmannsheia"
"4204000008";"Kristiansand LKS 08";"42040710";"Bymarka - Vest"
"4204000008";"Kristiansand LKS 08";"42040807";"Sykehuset"
"4204000008";"Kristiansand LKS 08";"42042502";"Bukksteinsdalen"
"4204000009";"Kristiansand LKS 09";"42041105";"Gimlekollen Vest"
"4204000009";"Kristiansand LKS 09";"42041107";"Gimlekollen Øst"
"4204000009";"Kristiansand LKS 09";"42041108";"Kongsgård 3"
"4204000009";"Kristiansand LKS 09";"42041110";"Greppestølåsen"
"4204000009";"Kristiansand LKS 09";"42041113";"Lindtjønn"
"4204000009";"Kristiansand LKS 09";"42041405";"Eidsbukta"
"4204000010";"Kristiansand LKS 10";"42042013";"Høllen"
"4204000010";"Kristiansand LKS 10";"42042014";"Hølledale"
"4204000010";"Kristiansand LKS 10";"42042015";"Nygårdsheia"
"4204000010";"Kristiansand LKS 10";"42042016";"Linnegrøvan"
"4204000010";"Kristiansand LKS 10";"42042021";"Øygardsheia"
"4204000010";"Kristiansand LKS 10";"42042022";"Stausland - Stokkeland"
"4204000010";"Kristiansand LKS 10";"42042023";"Øygardsheia Nord"
"4204000011";"Kristiansand LKS 11";"42042026";"Sangvik"
"4204000011";"Kristiansand LKS 11";"42042101";"Eikeheia"
"4204000011";"Kristiansand LKS 11";"42042102";"Eikeheia Sør"
"4204000011";"Kristiansand LKS 11";"42042103";"Eik"
"4204000011";"Kristiansand LKS 11";"42042115";"Lunde"
"4204000011";"Kristiansand LKS 11";"42042116";"Vedderheia"
"4204000011";"Kristiansand LKS 11";"42042119";"Leire"
"4204000012";"Kristiansand LKS 12";"42040203";"Møvik"
"4204000012";"Kristiansand LKS 12";"42040209";"Buvannsområdet - Torsteinsneset"
"4204000012";"Kristiansand LKS 12";"42040312";"Vågsbygdskogen Sør"
"4204000012";"Kristiansand LKS 12";"42042006";"Tofteland"
"4204000012";"Kristiansand LKS 12";"42042017";"Tangvall Øst"
"4204000012";"Kristiansand LKS 12";"42042018";"Tangvall"
"4204000012";"Kristiansand LKS 12";"42042019";"Klepland"
