"sourceCode";"sourceName";"targetCode";"targetName"
"0301010201";"Oslo LKS 010201";"03012401";"Tøyen Rode 1"
"0301010202";"Oslo LKS 010202";"03012502";"Grønland Rode 2"
"0301010202";"Oslo LKS 010202";"03012503";"Grønland Rode 3"
"0301010203";"Oslo LKS 010203";"03012504";"Grønland Rode 4"
"0301010204";"Oslo LKS 010204";"03012507";"Grønland Rode 7"
"0301010204";"Oslo LKS 010204";"03012509";"Grønland Rode 9"
"0301010205";"Oslo LKS 010205";"03012508";"Grønland Rode 8"
"0301010301";"Oslo LKS 010301";"03012505";"Grønland Rode 5"
"0301010301";"Oslo LKS 010301";"03012506";"Grønland Rode 6"
"0301010302";"Oslo LKS 010302";"03012601";"Kampen Rode 1"
"0301010303";"Oslo LKS 010303";"03012605";"Kampen Rode 5"
"0301010304";"Oslo LKS 010304";"03012803";"Gamlebyen Rode 3"
"0301010304";"Oslo LKS 010304";"03012804";"Gamlebyen Rode 4"
"0301010401";"Oslo LKS 010401";"03012408";"Tøyen Rode 8"
"0301010401";"Oslo LKS 010401";"03012409";"Tøyen Rode 9"
"0301010402";"Oslo LKS 010402";"03012602";"Kampen Rode 2"
"0301010403";"Oslo LKS 010403";"03012604";"Kampen Rode 4"
"0301010403";"Oslo LKS 010403";"03012606";"Kampen Rode 6"
"0301010501";"Oslo LKS 010501";"03012603";"Kampen Rode 3"
"0301010501";"Oslo LKS 010501";"03012608";"Kampen Rode 8"
"0301010502";"Oslo LKS 010502";"03012607";"Kampen Rode 7"
"0301010502";"Oslo LKS 010502";"03012609";"Kampen Rode 9"
"0301010502";"Oslo LKS 010502";"03012610";"Kampen Rode 10"
"0301010601";"Oslo LKS 010601";"03012701";"Vålerenga Rode 1"
"0301010601";"Oslo LKS 010601";"03012702";"Vålerenga Rode 2"
"0301010602";"Oslo LKS 010602";"03012703";"Vålerenga Rode 3"
"0301010603";"Oslo LKS 010603";"03012704";"Vålerenga Rode 4"
"0301010603";"Oslo LKS 010603";"03012705";"Vålerenga Rode 5"
"0301010603";"Oslo LKS 010603";"03012706";"Vålerenga Rode 6"
"0301010801";"Oslo LKS 010801";"03012801";"Gamlebyen Rode 1"
"0301010801";"Oslo LKS 010801";"03012802";"Gamlebyen Rode 2"
"0301010802";"Oslo LKS 010802";"03012805";"Gamlebyen Rode 5"
"0301010803";"Oslo LKS 010803";"03013513";"Ryenberget"
"0301010804";"Oslo LKS 010804";"03013514";"Nygårdskollen"
"0301010804";"Oslo LKS 010804";"03013516";"Kværner Øst"
"0301010804";"Oslo LKS 010804";"03013517";"Kværner Sør"
"0301010805";"Oslo LKS 010805";"03013515";"Kværner Nord"
"0301010901";"Oslo LKS 010901";"03012902";"Loenga Sør"
"0301010901";"Oslo LKS 010901";"03013001";"Grønlia"
"0301010901";"Oslo LKS 010901";"03015701";"Øyene"
"0301010902";"Oslo LKS 010902";"03012903";"Loenga Nord"
"0301011001";"Oslo LKS 011001";"03014211";"Ensjø Øst"
"0301011002";"Oslo LKS 011002";"03014202";"Valle"
"0301011003";"Oslo LKS 011003";"03014212";"Ensjø Vest"
"0301011004";"Oslo LKS 011004";"03014213";"Ensjø Nord"
"0301011005";"Oslo LKS 011005";"03014214";"Ensjø Sør"
"0301011101";"Oslo LKS 011101";"03014203";"Etterstad"
"0301011101";"Oslo LKS 011101";"03014204";"Helsfyr"
"0301011102";"Oslo LKS 011102";"03014210";"Brynseng"
"0301020101";"Oslo LKS 020101";"03010210";"Sentrum 2  - Rode 10"
"0301020102";"Oslo LKS 020102";"03010207";"Sentrum 2  - Rode 7"
"0301020102";"Oslo LKS 020102";"03012301";"Grünerløkka Rode 1"
"0301020103";"Oslo LKS 020103";"03011305";"Gamle Aker Rode 5"
"0301020104";"Oslo LKS 020104";"03012302";"Grünerløkka Rode 2"
"0301020104";"Oslo LKS 020104";"03012303";"Grünerløkka Rode 3"
"0301020201";"Oslo LKS 020201";"03012306";"Grünerløkka Rode 6"
"0301020201";"Oslo LKS 020201";"03012311";"Grünerløkka Rode 11"
"0301020202";"Oslo LKS 020202";"03012304";"Grünerløkka Rode 4"
"0301020202";"Oslo LKS 020202";"03012305";"Grünerløkka Rode 5"
"0301020202";"Oslo LKS 020202";"03012312";"Grünerløkka Rode 12"
"0301020301";"Oslo LKS 020301";"03012007";"Torshov Rode 7"
"0301020301";"Oslo LKS 020301";"03012008";"Torshov Rode 8"
"0301020302";"Oslo LKS 020302";"03012202";"Rodeløkka Rode 2"
"0301020302";"Oslo LKS 020302";"03012313";"Grünerløkka Rode 13"
"0301020401";"Oslo LKS 020401";"03012201";"Rodeløkka Rode 1"
"0301020402";"Oslo LKS 020402";"03012203";"Rodeløkka Rode 3"
"0301020402";"Oslo LKS 020402";"03012207";"Rodeløkka Rode 7"
"0301020403";"Oslo LKS 020403";"03012204";"Rodeløkka Rode 4"
"0301020403";"Oslo LKS 020403";"03012205";"Rodeløkka Rode 5"
"0301020403";"Oslo LKS 020403";"03012206";"Rodeløkka Rode 6"
"0301020404";"Oslo LKS 020404";"03012208";"Rodeløkka Rode 8"
"0301020501";"Oslo LKS 020501";"03012101";"Sinsen Rode 1"
"0301020502";"Oslo LKS 020502";"03012103";"Sinsen Rode 3"
"0301020502";"Oslo LKS 020502";"03012104";"Sinsen Rode 4"
"0301020502";"Oslo LKS 020502";"03012105";"Sinsen Rode 5"
"0301020503";"Oslo LKS 020503";"03012106";"Sinsen Rode 6"
"0301020503";"Oslo LKS 020503";"03012107";"Sinsen Rode 7"
"0301020504";"Oslo LKS 020504";"03012108";"Sinsen Rode 8"
"0301020504";"Oslo LKS 020504";"03012109";"Sinsen Rode 9"
"0301020601";"Oslo LKS 020601";"03012307";"Grünerløkka Rode 7"
"0301020601";"Oslo LKS 020601";"03012402";"Tøyen Rode 2"
"0301020602";"Oslo LKS 020602";"03012209";"Rodeløkka Rode 9"
"0301020602";"Oslo LKS 020602";"03012308";"Grünerløkka Rode 8"
"0301020602";"Oslo LKS 020602";"03012309";"Grünerløkka Rode 9"
"0301020602";"Oslo LKS 020602";"03012310";"Grünerløkka Rode 10"
"0301020603";"Oslo LKS 020603";"03012403";"Tøyen Rode 3"
"0301020603";"Oslo LKS 020603";"03012404";"Tøyen Rode 4"
"0301020604";"Oslo LKS 020604";"03012405";"Tøyen Rode 5"
"0301020604";"Oslo LKS 020604";"03012406";"Tøyen Rode 6"
"0301020604";"Oslo LKS 020604";"03012410";"Tøyen Rode 10"
"0301020801";"Oslo LKS 020801";"03014308";"Løren Øst"
"0301020802";"Oslo LKS 020802";"03014306";"Nordre Sinsen"
"0301020802";"Oslo LKS 020802";"03014309";"Løren Vest"
"0301020803";"Oslo LKS 020803";"03014311";"Frydenberg Nord"
"0301020804";"Oslo LKS 020804";"03014310";"Frydenberg Øst"
"0301020804";"Oslo LKS 020804";"03014312";"Frydenberg Vest"
"0301020901";"Oslo LKS 020901";"03014304";"Søndre Hovin"
"0301020902";"Oslo LKS 020902";"03014315";"Lille Tøyen Øst"
"0301020903";"Oslo LKS 020903";"03014313";"Lille Tøyen Nord"
"0301020904";"Oslo LKS 020904";"03014314";"Lille Tøyen Vest"
"0301030101";"Oslo LKS 030101";"03011404";"Ila Rode 4"
"0301030101";"Oslo LKS 030101";"03011406";"Ila Rode 6"
"0301030102";"Oslo LKS 030102";"03011405";"Ila Rode 5"
"0301030103";"Oslo LKS 030103";"03012001";"Torshov Rode 1"
"0301030104";"Oslo LKS 030104";"03012002";"Torshov Rode 2"
"0301030201";"Oslo LKS 030201";"03011601";"Sagene Rode 1"
"0301030201";"Oslo LKS 030201";"03011602";"Sagene Rode 2"
"0301030202";"Oslo LKS 030202";"03011605";"Sagene Rode 5"
"0301030203";"Oslo LKS 030203";"03011603";"Sagene Rode 3"
"0301030203";"Oslo LKS 030203";"03011604";"Sagene Rode 4"
"0301030204";"Oslo LKS 030204";"03011606";"Sagene Rode 6"
"0301030204";"Oslo LKS 030204";"03011607";"Sagene Rode 7"
"0301030301";"Oslo LKS 030301";"03011701";"Bjølsen Rode 1"
"0301030301";"Oslo LKS 030301";"03011702";"Bjølsen Rode 2"
"0301030302";"Oslo LKS 030302";"03011703";"Bjølsen Rode 3"
"0301030302";"Oslo LKS 030302";"03011704";"Bjølsen Rode 4"
"0301030303";"Oslo LKS 030303";"03011705";"Bjølsen Rode 5"
"0301030303";"Oslo LKS 030303";"03011706";"Bjølsen Rode 6"
"0301030304";"Oslo LKS 030304";"03011707";"Bjølsen Rode 7"
"0301030304";"Oslo LKS 030304";"03011708";"Bjølsen Rode 8"
"0301030401";"Oslo LKS 030401";"03011801";"Sandaker Rode 1"
"0301030402";"Oslo LKS 030402";"03011803";"Sandaker Rode 3"
"0301030403";"Oslo LKS 030403";"03011804";"Sandaker Rode 4"
"0301030404";"Oslo LKS 030404";"03011903";"Åsen Rode 3"
"0301030404";"Oslo LKS 030404";"03011906";"Åsen Rode 6"
"0301030404";"Oslo LKS 030404";"03011909";"Åsen Rode 9"
"0301030405";"Oslo LKS 030405";"03011904";"Åsen Rode 4"
"0301030406";"Oslo LKS 030406";"03011910";"Åsen Rode 10"
"0301030501";"Oslo LKS 030501";"03011901";"Åsen Rode 1"
"0301030501";"Oslo LKS 030501";"03012003";"Torshov Rode 3"
"0301030501";"Oslo LKS 030501";"03012004";"Torshov Rode 4"
"0301030502";"Oslo LKS 030502";"03011902";"Åsen Rode 2"
"0301030503";"Oslo LKS 030503";"03011907";"Åsen Rode 7"
"0301030503";"Oslo LKS 030503";"03011908";"Åsen Rode 8"
"0301030504";"Oslo LKS 030504";"03012010";"Torshov Rode 10"
"0301030504";"Oslo LKS 030504";"03012102";"Sinsen Rode 2"
"0301030505";"Oslo LKS 030505";"03012005";"Torshov Rode 5"
"0301030505";"Oslo LKS 030505";"03012006";"Torshov Rode 6"
"0301030506";"Oslo LKS 030506";"03012009";"Torshov Rode 9"
"0301030506";"Oslo LKS 030506";"03012012";"Torshov Rode 12"
"0301040101";"Oslo LKS 040101";"03010201";"Sentrum 2  - Rode 1"
"0301040101";"Oslo LKS 040101";"03010202";"Sentrum 2  - Rode 2"
"0301040101";"Oslo LKS 040101";"03010213";"Sentrum 2  - Rode 13"
"0301040102";"Oslo LKS 040102";"03010204";"Sentrum 2  - Rode 4"
"0301040102";"Oslo LKS 040102";"03010206";"Sentrum 2  - Rode 6"
"0301040103";"Oslo LKS 040103";"03010205";"Sentrum 2  - Rode 5"
"0301040103";"Oslo LKS 040103";"03010208";"Sentrum 2  - Rode 8"
"0301040103";"Oslo LKS 040103";"03010209";"Sentrum 2  - Rode 9"
"0301040104";"Oslo LKS 040104";"03010212";"Sentrum 2  - Rode 12"
"0301040201";"Oslo LKS 040201";"03011201";"St.hanshaugen Rode 1"
"0301040202";"Oslo LKS 040202";"03011202";"St.hanshaugen Rode 2"
"0301040202";"Oslo LKS 040202";"03011203";"St.hanshaugen Rode 3"
"0301040203";"Oslo LKS 040203";"03011204";"St.hanshaugen Rode 4"
"0301040204";"Oslo LKS 040204";"03011205";"St.hanshaugen Rode 5"
"0301040204";"Oslo LKS 040204";"03011206";"St.hanshaugen Rode 6"
"0301040205";"Oslo LKS 040205";"03011207";"St.hanshaugen Rode 7"
"0301040205";"Oslo LKS 040205";"03011208";"St.hanshaugen Rode 8"
"0301040301";"Oslo LKS 040301";"03011301";"Gamle Aker Rode 1"
"0301040301";"Oslo LKS 040301";"03011304";"Gamle Aker Rode 4"
"0301040302";"Oslo LKS 040302";"03011302";"Gamle Aker Rode 2"
"0301040302";"Oslo LKS 040302";"03011303";"Gamle Aker Rode 3"
"0301040303";"Oslo LKS 040303";"03011211";"St.hanshaugen Rode 11"
"0301040303";"Oslo LKS 040303";"03011401";"Ila Rode 1"
"0301040303";"Oslo LKS 040303";"03011402";"Ila Rode 2"
"0301040304";"Oslo LKS 040304";"03011403";"Ila Rode 3"
"0301040401";"Oslo LKS 040401";"03011101";"Fagerborg Rode 1"
"0301040401";"Oslo LKS 040401";"03011106";"Fagerborg Rode 6"
"0301040402";"Oslo LKS 040402";"03011102";"Fagerborg Rode 2"
"0301040402";"Oslo LKS 040402";"03011105";"Fagerborg Rode 5"
"0301040403";"Oslo LKS 040403";"03011103";"Fagerborg Rode 3"
"0301040403";"Oslo LKS 040403";"03011104";"Fagerborg Rode 4"
"0301040501";"Oslo LKS 040501";"03011001";"Marienlyst"
"0301040502";"Oslo LKS 040502";"03011502";"Lindern Rode 2"
"0301040503";"Oslo LKS 040503";"03011209";"St.hanshaugen Rode 9"
"0301040503";"Oslo LKS 040503";"03011501";"Lindern Rode 1"
"0301040503";"Oslo LKS 040503";"03011503";"Lindern Rode 3"
"0301040504";"Oslo LKS 040504";"03011504";"Lindern Rode 4"
"0301050101";"Oslo LKS 050101";"03015601";"Kongsgården"
"0301050101";"Oslo LKS 050101";"03015603";"Fredriksborg"
"0301050102";"Oslo LKS 050102";"03015602";"Grande"
"0301050201";"Oslo LKS 050201";"03010601";"Frogner Rode 1"
"0301050201";"Oslo LKS 050201";"03010602";"Frogner Rode 2"
"0301050202";"Oslo LKS 050202";"03010605";"Frogner Rode 5"
"0301050202";"Oslo LKS 050202";"03010606";"Frogner Rode 6"
"0301050203";"Oslo LKS 050203";"03010603";"Frogner Rode 3"
"0301050204";"Oslo LKS 050204";"03010604";"Frogner Rode 4"
"0301050204";"Oslo LKS 050204";"03010609";"Frogner Rode 9"
"0301050301";"Oslo LKS 050301";"03010607";"Frogner Rode 7"
"0301050301";"Oslo LKS 050301";"03010608";"Frogner Rode 8"
"0301050302";"Oslo LKS 050302";"03010610";"Frogner Rode 10"
"0301050302";"Oslo LKS 050302";"03010611";"Frogner Rode 11"
"0301050303";"Oslo LKS 050303";"03010612";"Frogner Rode 12"
"0301050303";"Oslo LKS 050303";"03010613";"Frogner Rode 13"
"0301050303";"Oslo LKS 050303";"03010614";"Frogner Rode 14"
"0301050401";"Oslo LKS 050401";"03010908";"Majorstuen Rode 8"
"0301050401";"Oslo LKS 050401";"03010909";"Majorstuen Rode 9"
"0301050402";"Oslo LKS 050402";"03010910";"Majorstuen Rode 10"
"0301050402";"Oslo LKS 050402";"03010911";"Majorstuen Rode 11"
"0301050501";"Oslo LKS 050501";"03010901";"Majorstuen Rode 1"
"0301050501";"Oslo LKS 050501";"03010902";"Majorstuen Rode 2"
"0301050502";"Oslo LKS 050502";"03010903";"Majorstuen Rode 3"
"0301050502";"Oslo LKS 050502";"03010904";"Majorstuen Rode 4"
"0301050502";"Oslo LKS 050502";"03010905";"Majorstuen Rode 5"
"0301050503";"Oslo LKS 050503";"03010906";"Majorstuen Rode 6"
"0301050503";"Oslo LKS 050503";"03010913";"Majorstuen Rode 13"
"0301050504";"Oslo LKS 050504";"03010907";"Majorstuen Rode 7"
"0301050504";"Oslo LKS 050504";"03010912";"Majorstuen Rode 12"
"0301050601";"Oslo LKS 050601";"03010308";"Sentrum 3  - Rode 8"
"0301050601";"Oslo LKS 050601";"03010809";"Homansbyen Rode 9"
"0301050602";"Oslo LKS 050602";"03010801";"Homansbyen Rode 1"
"0301050602";"Oslo LKS 050602";"03010802";"Homansbyen Rode 2"
"0301050602";"Oslo LKS 050602";"03010803";"Homansbyen Rode 3"
"0301050603";"Oslo LKS 050603";"03010807";"Homansbyen Rode 7"
"0301050603";"Oslo LKS 050603";"03010808";"Homansbyen Rode 8"
"0301050604";"Oslo LKS 050604";"03010806";"Homansbyen Rode 6"
"0301050605";"Oslo LKS 050605";"03010804";"Homansbyen Rode 4"
"0301050605";"Oslo LKS 050605";"03010805";"Homansbyen Rode 5"
"0301050701";"Oslo LKS 050701";"03010503";"Skillebekk Rode 3"
"0301050701";"Oslo LKS 050701";"03010708";"Uranienborg Rode 8"
"0301050701";"Oslo LKS 050701";"03010709";"Uranienborg Rode 9"
"0301050701";"Oslo LKS 050701";"03010710";"Uranienborg Rode 10"
"0301050702";"Oslo LKS 050702";"03010701";"Uranienborg Rode 1"
"0301050702";"Oslo LKS 050702";"03010702";"Uranienborg Rode 2"
"0301050703";"Oslo LKS 050703";"03010703";"Uranienborg Rode 3"
"0301050703";"Oslo LKS 050703";"03010704";"Uranienborg Rode 4"
"0301050704";"Oslo LKS 050704";"03010705";"Uranienborg Rode 5"
"0301050704";"Oslo LKS 050704";"03010706";"Uranienborg Rode 6"
"0301050704";"Oslo LKS 050704";"03010707";"Uranienborg Rode 7"
"0301050801";"Oslo LKS 050801";"03010301";"Sentrum 3  - Rode 1"
"0301050801";"Oslo LKS 050801";"03010303";"Sentrum 3  - Rode 3"
"0301050802";"Oslo LKS 050802";"03010302";"Sentrum 3  - Rode 2"
"0301050803";"Oslo LKS 050803";"03010304";"Sentrum 3  - Rode 4"
"0301050803";"Oslo LKS 050803";"03010401";"Filipstad"
"0301050804";"Oslo LKS 050804";"03010501";"Skillebekk Rode 1"
"0301050804";"Oslo LKS 050804";"03010502";"Skillebekk Rode 2"
"0301050805";"Oslo LKS 050805";"03010504";"Skillebekk Rode 4"
"0301060101";"Oslo LKS 060101";"03015206";"Rolighet"
"0301060101";"Oslo LKS 060101";"03015301";"Lysehagan"
"0301060102";"Oslo LKS 060102";"03015207";"Ullerntoppen"
"0301060102";"Oslo LKS 060102";"03015208";"Ullernåsen"
"0301060103";"Oslo LKS 060103";"03015210";"Åsjordet"
"0301060201";"Oslo LKS 060201";"03015302";"Øraker"
"0301060202";"Oslo LKS 060202";"03015303";"Lysaker"
"0301060203";"Oslo LKS 060203";"03015405";"Bestum"
"0301060301";"Oslo LKS 060301";"03015401";"Bjørnsletta"
"0301060302";"Oslo LKS 060302";"03015402";"Furulund"
"0301060303";"Oslo LKS 060303";"03015403";"Sollerud"
"0301060303";"Oslo LKS 060303";"03015406";"Vækerø"
"0301060401";"Oslo LKS 060401";"03014803";"Husebybakken"
"0301060401";"Oslo LKS 060401";"03014804";"Montebello"
"0301060402";"Oslo LKS 060402";"03014805";"Smestaddammen"
"0301060402";"Oslo LKS 060402";"03014806";"Abbedikollen"
"0301060403";"Oslo LKS 060403";"03015407";"Hoff Sør"
"0301060403";"Oslo LKS 060403";"03015408";"Hoff Nord"
"0301060501";"Oslo LKS 060501";"03014703";"Smestad"
"0301060501";"Oslo LKS 060501";"03014706";"Nordre Skøyen"
"0301060502";"Oslo LKS 060502";"03015501";"Amalienborg"
"0301060502";"Oslo LKS 060502";"03015503";"Søndre Skøyen"
"0301060503";"Oslo LKS 060503";"03015502";"Madserud"
"0301060503";"Oslo LKS 060503";"03015504";"Sjølyst"
"0301070101";"Oslo LKS 070101";"03015006";"Bogstad"
"0301070101";"Oslo LKS 070101";"03015201";"Voksen"
"0301070102";"Oslo LKS 070102";"03015202";"Sørsletta"
"0301070103";"Oslo LKS 070103";"03015203";"Røahagan"
"0301070104";"Oslo LKS 070104";"03015204";"Røa"
"0301070105";"Oslo LKS 070105";"03015209";"Myrhaugen"
"0301070105";"Oslo LKS 070105";"03015212";"Mosekollen Øst"
"0301070106";"Oslo LKS 070106";"03015211";"Mosekollen Vest"
"0301070201";"Oslo LKS 070201";"03015001";"Lillevann"
"0301070201";"Oslo LKS 070201";"03015004";"Voksenåsen"
"0301070201";"Oslo LKS 070201";"03015007";"Skogen"
"0301070202";"Oslo LKS 070202";"03015002";"Østre Liaskogen"
"0301070202";"Oslo LKS 070202";"03015005";"Vestre Liaskogen"
"0301070203";"Oslo LKS 070203";"03015003";"Besserud"
"0301070204";"Oslo LKS 070204";"03015008";"Grindbakken"
"0301070301";"Oslo LKS 070301";"03014801";"Persbråten"
"0301070301";"Oslo LKS 070301";"03014802";"Husebyskogen"
"0301070301";"Oslo LKS 070301";"03014912";"Arnebråten"
"0301070302";"Oslo LKS 070302";"03014901";"Hovseter"
"0301070302";"Oslo LKS 070302";"03014902";"Holmensletta"
"0301070303";"Oslo LKS 070303";"03014910";"Hamborg"
"0301070303";"Oslo LKS 070303";"03014911";"Jarbakken"
"0301070401";"Oslo LKS 070401";"03014903";"Vestre Holmen"
"0301070401";"Oslo LKS 070401";"03014908";"Gressbanen"
"0301070401";"Oslo LKS 070401";"03014909";"Holmenbekken"
"0301070402";"Oslo LKS 070402";"03014906";"Løkkaskogen"
"0301070403";"Oslo LKS 070403";"03014907";"Lybekk"
"0301070501";"Oslo LKS 070501";"03014601";"Vettakollen"
"0301070502";"Oslo LKS 070502";"03014602";"Slemdal"
"0301070503";"Oslo LKS 070503";"03014611";"Gråkammen"
"0301070504";"Oslo LKS 070504";"03014905";"Svenstua"
"0301070601";"Oslo LKS 070601";"03014603";"Risbakken"
"0301070601";"Oslo LKS 070601";"03014705";"Grimelund"
"0301070602";"Oslo LKS 070602";"03014904";"Østre Holmen"
"0301070701";"Oslo LKS 070701";"03014604";"Vindern"
"0301070701";"Oslo LKS 070701";"03014701";"Frøen"
"0301070702";"Oslo LKS 070702";"03014702";"Heggeli"
"0301070702";"Oslo LKS 070702";"03014704";"Volvat"
"0301080101";"Oslo LKS 080101";"03014407";"Disen"
"0301080101";"Oslo LKS 080101";"03014412";"Nordre Åsen"
"0301080102";"Oslo LKS 080102";"03014117";"Ymers Vei"
"0301080102";"Oslo LKS 080102";"03014408";"Lofthus"
"0301080102";"Oslo LKS 080102";"03014416";"Akebakkeskogen"
"0301080201";"Oslo LKS 080201";"03014409";"Myrer"
"0301080202";"Oslo LKS 080202";"03014417";"Grefsenlia"
"0301080203";"Oslo LKS 080203";"03014410";"Rønningen"
"0301080203";"Oslo LKS 080203";"03014418";"Myrerskog"
"0301080301";"Oslo LKS 080301";"03014403";"Grefsenplatået"
"0301080302";"Oslo LKS 080302";"03014405";"Lillo Terrasse"
"0301080303";"Oslo LKS 080303";"03014414";"Nordre Grefsen"
"0301080303";"Oslo LKS 080303";"03014415";"Storo"
"0301080304";"Oslo LKS 080304";"03014406";"Grefsen"
"0301080401";"Oslo LKS 080401";"03014401";"Frysjå"
"0301080401";"Oslo LKS 080401";"03014413";"Brekkestranda"
"0301080402";"Oslo LKS 080402";"03014411";"Brekke"
"0301080403";"Oslo LKS 080403";"03014402";"Kjelsås"
"0301080501";"Oslo LKS 080501";"03014501";"Kringsjå"
"0301080502";"Oslo LKS 080502";"03014502";"Langmyr"
"0301080503";"Oslo LKS 080503";"03014509";"Korsvoll"
"0301080601";"Oslo LKS 080601";"03014507";"Nygård"
"0301080602";"Oslo LKS 080602";"03014508";"Havnajordet"
"0301080603";"Oslo LKS 080603";"03014419";"Nydalen Vest"
"0301080603";"Oslo LKS 080603";"03014513";"Bakke"
"0301080604";"Oslo LKS 080604";"03014420";"Nydalen Øst"
"0301080701";"Oslo LKS 080701";"03014503";"Sogn"
"0301080701";"Oslo LKS 080701";"03014504";"Nordberg"
"0301080701";"Oslo LKS 080701";"03014512";"Tåsen"
"0301080702";"Oslo LKS 080702";"03014607";"Solvang"
"0301080702";"Oslo LKS 080702";"03014609";"Gaustad"
"0301080702";"Oslo LKS 080702";"03014610";"Vestre Solvang"
"0301080703";"Oslo LKS 080703";"03014608";"Sognsvann"
"0301080704";"Oslo LKS 080704";"03014511";"Ullevål Stadion"
"0301080801";"Oslo LKS 080801";"03014505";"Ullevål Hageby"
"0301080802";"Oslo LKS 080802";"03011709";"Bjølsen Rode 9"
"0301080802";"Oslo LKS 080802";"03014506";"Berg"
"0301080802";"Oslo LKS 080802";"03014510";"Nordre Ullevål"
"0301080803";"Oslo LKS 080803";"03014605";"Blindern"
"0301080803";"Oslo LKS 080803";"03014606";"Vestgrenda"
"0301090101";"Oslo LKS 090101";"03014112";"Veitvet"
"0301090101";"Oslo LKS 090101";"03014120";"Veitvet Vest"
"0301090102";"Oslo LKS 090102";"03014113";"Sletteløkka"
"0301090103";"Oslo LKS 090103";"03014121";"Veitvet Senter"
"0301090103";"Oslo LKS 090103";"03014122";"Bredtvet"
"0301090201";"Oslo LKS 090201";"03014109";"Borrebekken"
"0301090202";"Oslo LKS 090202";"03014111";"Linderud"
"0301090202";"Oslo LKS 090202";"03014119";"Nedre Linderud"
"0301090203";"Oslo LKS 090203";"03014125";"Vollebekk Sør"
"0301090203";"Oslo LKS 090203";"03014126";"Vollebekk Nord"
"0301090401";"Oslo LKS 090401";"03014101";"Øvre Disen"
"0301090402";"Oslo LKS 090402";"03014102";"Tonsen"
"0301090403";"Oslo LKS 090403";"03014116";"Kolsåslia"
"0301090403";"Oslo LKS 090403";"03014118";"Sandbakken"
"0301090404";"Oslo LKS 090404";"03014103";"Tonsenhagen"
"0301090405";"Oslo LKS 090405";"03014104";"Årvoll"
"0301090501";"Oslo LKS 090501";"03014105";"Bjerkebanen"
"0301090501";"Oslo LKS 090501";"03014115";"Brobekk"
"0301090501";"Oslo LKS 090501";"03014124";"Refstad Nord"
"0301090502";"Oslo LKS 090502";"03014123";"Refstad Sør"
"0301090503";"Oslo LKS 090503";"03014301";"Aker Sykehus"
"0301090601";"Oslo LKS 090601";"03014107";"Økern"
"0301090602";"Oslo LKS 090602";"03014108";"Risløkka"
"0301090602";"Oslo LKS 090602";"03014209";"Nordre Hovin"
"0301090602";"Oslo LKS 090602";"03014307";"Økern Senter"
"0301100101";"Oslo LKS 100101";"03014002";"Ammerudskogen"
"0301100102";"Oslo LKS 100102";"03014003";"Ammerud"
"0301100103";"Oslo LKS 100103";"03014015";"Ammerudgrenda"
"0301100104";"Oslo LKS 100104";"03014016";"Ammerudkollen"
"0301100201";"Oslo LKS 100201";"03014001";"Rødtvet"
"0301100202";"Oslo LKS 100202";"03014014";"Apalløkka"
"0301100202";"Oslo LKS 100202";"03014114";"Sandås"
"0301100301";"Oslo LKS 100301";"03014004";"Øvre Kaldbakken"
"0301100302";"Oslo LKS 100302";"03014005";"Nedre Kaldbakken"
"0301100302";"Oslo LKS 100302";"03014018";"Grønlund"
"0301100303";"Oslo LKS 100303";"03014006";"Flaen"
"0301100303";"Oslo LKS 100303";"03014017";"Nordtvet"
"0301100401";"Oslo LKS 100401";"03014007";"Nedre Grorud"
"0301100401";"Oslo LKS 100401";"03014011";"Vestre Rommen"
"0301100402";"Oslo LKS 100402";"03014009";"Øvre Grorud"
"0301100501";"Oslo LKS 100501";"03013901";"Østre Romsås"
"0301100501";"Oslo LKS 100501";"03013905";"Bånkall"
"0301100501";"Oslo LKS 100501";"03014010";"Vestre Romsås"
"0301100502";"Oslo LKS 100502";"03014012";"Bjøråsen"
"0301100503";"Oslo LKS 100503";"03014013";"Svarttjern"
"0301110101";"Oslo LKS 110101";"03013902";"Øvre Rommen"
"0301110101";"Oslo LKS 110101";"03013918";"Øvre Fossum"
"0301110102";"Oslo LKS 110102";"03013904";"Vestli"
"0301110102";"Oslo LKS 110102";"03013916";"Vestlidalen"
"0301110102";"Oslo LKS 110102";"03013920";"Vestliskogen"
"0301110103";"Oslo LKS 110103";"03013919";"Vestliberget"
"0301110201";"Oslo LKS 110201";"03013903";"Tokerud"
"0301110202";"Oslo LKS 110202";"03013917";"Stovner Senter"
"0301110301";"Oslo LKS 110301";"03013906";"Nedre Fossum"
"0301110301";"Oslo LKS 110301";"03013921";"Forsheimer"
"0301110301";"Oslo LKS 110301";"03014008";"Nedre Rommen"
"0301110401";"Oslo LKS 110401";"03013907";"Stig"
"0301110402";"Oslo LKS 110402";"03013914";"Smedstua"
"0301110501";"Oslo LKS 110501";"03013908";"Stovnerskogen"
"0301110501";"Oslo LKS 110501";"03013915";"Tangerud"
"0301110502";"Oslo LKS 110502";"03013909";"Øvre Stovner"
"0301110503";"Oslo LKS 110503";"03013922";"Stasjonsfjellet"
"0301110503";"Oslo LKS 110503";"03013923";"Stigenga"
"0301110601";"Oslo LKS 110601";"03013820";"Bjørkheim"
"0301110602";"Oslo LKS 110602";"03013910";"Vestre Høybråten"
"0301110603";"Oslo LKS 110603";"03013911";"Karihaugen"
