levekaar,lksnavn,grunnkrets
0301010201,Oslo LKS 010201,03012401
0301010202,Oslo LKS 010202,03012502
0301010202,Oslo LKS 010202,03012503
0301010203,Oslo LKS 010203,03012504
0301010204,Oslo LKS 010204,03012507
0301010204,Oslo LKS 010204,03012509
0301010205,Oslo LKS 010205,03012508
0301010301,Oslo LKS 010301,03012505
0301010301,Oslo LKS 010301,03012506
0301010302,Oslo LKS 010302,03012601
0301010303,Oslo LKS 010303,03012605
0301010304,Oslo LKS 010304,03012803
0301010304,Oslo LKS 010304,03012804
0301010401,Oslo LKS 010401,03012408
0301010401,Oslo LKS 010401,03012409
0301010402,Oslo LKS 010402,03012602
0301010403,Oslo LKS 010403,03012604
0301010403,Oslo LKS 010403,03012606
0301010501,Oslo LKS 010501,03012603
0301010501,Oslo LKS 010501,03012608
0301010502,Oslo LKS 010502,03012607
0301010502,Oslo LKS 010502,03012609
0301010502,Oslo LKS 010502,03012610
0301010601,Oslo LKS 010601,03012701
0301010601,Oslo LKS 010601,03012702
0301010602,Oslo LKS 010602,03012703
0301010603,Oslo LKS 010603,03012704
0301010603,Oslo LKS 010603,03012705
0301010603,Oslo LKS 010603,03012706
0301010801,Oslo LKS 010801,03012801
0301010801,Oslo LKS 010801,03012802
0301010802,Oslo LKS 010802,03012805
0301010803,Oslo LKS 010803,03013513
0301010804,Oslo LKS 010804,03013514
0301010804,Oslo LKS 010804,03013516
0301010804,Oslo LKS 010804,03013517
0301010805,Oslo LKS 010805,03013515
0301010901,Oslo LKS 010901,03012902
0301010901,Oslo LKS 010901,03013001
0301010901,Oslo LKS 010901,03015701
0301010902,Oslo LKS 010902,03012903
0301011001,Oslo LKS 011001,03014211
0301011002,Oslo LKS 011002,03014202
0301011003,Oslo LKS 011003,03014212
0301011004,Oslo LKS 011004,03014213
0301011005,Oslo LKS 011005,03014214
0301011101,Oslo LKS 011101,03014203
0301011101,Oslo LKS 011101,03014204
0301011102,Oslo LKS 011102,03014210
0301020101,Oslo LKS 020101,03010210
0301020102,Oslo LKS 020102,03010207
0301020102,Oslo LKS 020102,03012301
0301020103,Oslo LKS 020103,03011305
0301020104,Oslo LKS 020104,03012302
0301020104,Oslo LKS 020104,03012303
0301020201,Oslo LKS 020201,03012306
0301020201,Oslo LKS 020201,03012311
0301020202,Oslo LKS 020202,03012304
0301020202,Oslo LKS 020202,03012305
0301020202,Oslo LKS 020202,03012312
0301020301,Oslo LKS 020301,03012007
0301020301,Oslo LKS 020301,03012008
0301020302,Oslo LKS 020302,03012202
0301020302,Oslo LKS 020302,03012313
0301020401,Oslo LKS 020401,03012201
0301020402,Oslo LKS 020402,03012203
0301020402,Oslo LKS 020402,03012207
0301020403,Oslo LKS 020403,03012204
0301020403,Oslo LKS 020403,03012205
0301020403,Oslo LKS 020403,03012206
0301020404,Oslo LKS 020404,03012208
0301020501,Oslo LKS 020501,03012101
0301020502,Oslo LKS 020502,03012103
0301020502,Oslo LKS 020502,03012104
0301020502,Oslo LKS 020502,03012105
0301020503,Oslo LKS 020503,03012106
0301020503,Oslo LKS 020503,03012107
0301020504,Oslo LKS 020504,03012108
0301020504,Oslo LKS 020504,03012109
0301020601,Oslo LKS 020601,03012307
0301020601,Oslo LKS 020601,03012402
0301020602,Oslo LKS 020602,03012209
0301020602,Oslo LKS 020602,03012308
0301020602,Oslo LKS 020602,03012309
0301020602,Oslo LKS 020602,03012310
0301020603,Oslo LKS 020603,03012403
0301020603,Oslo LKS 020603,03012404
0301020604,Oslo LKS 020604,03012405
0301020604,Oslo LKS 020604,03012406
0301020604,Oslo LKS 020604,03012410
0301020801,Oslo LKS 020801,03014308
0301020802,Oslo LKS 020802,03014306
0301020802,Oslo LKS 020802,03014309
0301020803,Oslo LKS 020803,03014311
0301020804,Oslo LKS 020804,03014310
0301020804,Oslo LKS 020804,03014312
0301020901,Oslo LKS 020901,03014304
0301020902,Oslo LKS 020902,03014315
0301020903,Oslo LKS 020903,03014313
0301020904,Oslo LKS 020904,03014314
0301030101,Oslo LKS 030101,03011404
0301030101,Oslo LKS 030101,03011406
0301030102,Oslo LKS 030102,03011405
0301030103,Oslo LKS 030103,03012001
0301030104,Oslo LKS 030104,03012002
0301030201,Oslo LKS 030201,03011601
0301030201,Oslo LKS 030201,03011602
0301030202,Oslo LKS 030202,03011605
0301030203,Oslo LKS 030203,03011603
0301030203,Oslo LKS 030203,03011604
0301030204,Oslo LKS 030204,03011606
0301030204,Oslo LKS 030204,03011607
0301030301,Oslo LKS 030301,03011701
0301030301,Oslo LKS 030301,03011702
0301030302,Oslo LKS 030302,03011703
0301030302,Oslo LKS 030302,03011704
0301030303,Oslo LKS 030303,03011705
0301030303,Oslo LKS 030303,03011706
0301030304,Oslo LKS 030304,03011707
0301030304,Oslo LKS 030304,03011708
0301030401,Oslo LKS 030401,03011801
0301030402,Oslo LKS 030402,03011803
0301030403,Oslo LKS 030403,03011804
0301030404,Oslo LKS 030404,03011903
0301030404,Oslo LKS 030404,03011906
0301030404,Oslo LKS 030404,03011909
0301030405,Oslo LKS 030405,03011904
0301030406,Oslo LKS 030406,03011910
0301030501,Oslo LKS 030501,03011901
0301030501,Oslo LKS 030501,03012003
0301030501,Oslo LKS 030501,03012004
0301030502,Oslo LKS 030502,03011902
0301030503,Oslo LKS 030503,03011907
0301030503,Oslo LKS 030503,03011908
0301030504,Oslo LKS 030504,03012010
0301030504,Oslo LKS 030504,03012102
0301030505,Oslo LKS 030505,03012005
0301030505,Oslo LKS 030505,03012006
0301030506,Oslo LKS 030506,03012009
0301030506,Oslo LKS 030506,03012012
0301040101,Oslo LKS 040101,03010201
0301040101,Oslo LKS 040101,03010202
0301040101,Oslo LKS 040101,03010213
0301040102,Oslo LKS 040102,03010204
0301040102,Oslo LKS 040102,03010206
0301040103,Oslo LKS 040103,03010205
0301040103,Oslo LKS 040103,03010208
0301040103,Oslo LKS 040103,03010209
0301040104,Oslo LKS 040104,03010212
0301040201,Oslo LKS 040201,03011201
0301040202,Oslo LKS 040202,03011202
0301040202,Oslo LKS 040202,03011203
0301040203,Oslo LKS 040203,03011204
0301040204,Oslo LKS 040204,03011205
0301040204,Oslo LKS 040204,03011206
0301040205,Oslo LKS 040205,03011207
0301040205,Oslo LKS 040205,03011208
0301040301,Oslo LKS 040301,03011301
0301040301,Oslo LKS 040301,03011304
0301040302,Oslo LKS 040302,03011302
0301040302,Oslo LKS 040302,03011303
0301040303,Oslo LKS 040303,03011211
0301040303,Oslo LKS 040303,03011401
0301040303,Oslo LKS 040303,03011402
0301040304,Oslo LKS 040304,03011403
0301040401,Oslo LKS 040401,03011101
0301040401,Oslo LKS 040401,03011106
0301040402,Oslo LKS 040402,03011102
0301040402,Oslo LKS 040402,03011105
0301040403,Oslo LKS 040403,03011103
0301040403,Oslo LKS 040403,03011104
0301040501,Oslo LKS 040501,03011001
0301040502,Oslo LKS 040502,03011502
0301040503,Oslo LKS 040503,03011209
0301040503,Oslo LKS 040503,03011501
0301040503,Oslo LKS 040503,03011503
0301040504,Oslo LKS 040504,03011504
0301050101,Oslo LKS 050101,03015601
0301050101,Oslo LKS 050101,03015603
0301050102,Oslo LKS 050102,03015602
0301050201,Oslo LKS 050201,03010601
0301050201,Oslo LKS 050201,03010602
0301050202,Oslo LKS 050202,03010605
0301050202,Oslo LKS 050202,03010606
0301050203,Oslo LKS 050203,03010603
0301050204,Oslo LKS 050204,03010604
0301050204,Oslo LKS 050204,03010609
0301050301,Oslo LKS 050301,03010607
0301050301,Oslo LKS 050301,03010608
0301050302,Oslo LKS 050302,03010610
0301050302,Oslo LKS 050302,03010611
0301050303,Oslo LKS 050303,03010612
0301050303,Oslo LKS 050303,03010613
0301050303,Oslo LKS 050303,03010614
0301050401,Oslo LKS 050401,03010908
0301050401,Oslo LKS 050401,03010909
0301050402,Oslo LKS 050402,03010910
0301050402,Oslo LKS 050402,03010911
0301050501,Oslo LKS 050501,03010901
0301050501,Oslo LKS 050501,03010902
0301050502,Oslo LKS 050502,03010903
0301050502,Oslo LKS 050502,03010904
0301050502,Oslo LKS 050502,03010905
0301050503,Oslo LKS 050503,03010906
0301050503,Oslo LKS 050503,03010913
0301050504,Oslo LKS 050504,03010907
0301050504,Oslo LKS 050504,03010912
0301050601,Oslo LKS 050601,03010308
0301050601,Oslo LKS 050601,03010809
0301050602,Oslo LKS 050602,03010801
0301050602,Oslo LKS 050602,03010802
0301050602,Oslo LKS 050602,03010803
0301050603,Oslo LKS 050603,03010807
0301050603,Oslo LKS 050603,03010808
0301050604,Oslo LKS 050604,03010806
0301050605,Oslo LKS 050605,03010804
0301050605,Oslo LKS 050605,03010805
0301050701,Oslo LKS 050701,03010503
0301050701,Oslo LKS 050701,03010708
0301050701,Oslo LKS 050701,03010709
0301050701,Oslo LKS 050701,03010710
0301050702,Oslo LKS 050702,03010701
0301050702,Oslo LKS 050702,03010702
0301050703,Oslo LKS 050703,03010703
0301050703,Oslo LKS 050703,03010704
0301050704,Oslo LKS 050704,03010705
0301050704,Oslo LKS 050704,03010706
0301050704,Oslo LKS 050704,03010707
0301050801,Oslo LKS 050801,03010301
0301050801,Oslo LKS 050801,03010303
0301050802,Oslo LKS 050802,03010302
0301050803,Oslo LKS 050803,03010304
0301050803,Oslo LKS 050803,03010401
0301050804,Oslo LKS 050804,03010501
0301050804,Oslo LKS 050804,03010502
0301050805,Oslo LKS 050805,03010504
0301060101,Oslo LKS 060101,03015206
0301060101,Oslo LKS 060101,03015301
0301060102,Oslo LKS 060102,03015207
0301060102,Oslo LKS 060102,03015208
0301060103,Oslo LKS 060103,03015210
0301060201,Oslo LKS 060201,03015302
0301060202,Oslo LKS 060202,03015303
0301060203,Oslo LKS 060203,03015405
0301060301,Oslo LKS 060301,03015401
0301060302,Oslo LKS 060302,03015402
0301060303,Oslo LKS 060303,03015403
0301060303,Oslo LKS 060303,03015406
0301060401,Oslo LKS 060401,03014803
0301060401,Oslo LKS 060401,03014804
0301060402,Oslo LKS 060402,03014805
0301060402,Oslo LKS 060402,03014806
0301060403,Oslo LKS 060403,03015407
0301060403,Oslo LKS 060403,03015408
0301060501,Oslo LKS 060501,03014703
0301060501,Oslo LKS 060501,03014706
0301060502,Oslo LKS 060502,03015501
0301060502,Oslo LKS 060502,03015503
0301060503,Oslo LKS 060503,03015502
0301060503,Oslo LKS 060503,03015504
0301070101,Oslo LKS 070101,03015006
0301070101,Oslo LKS 070101,03015201
0301070102,Oslo LKS 070102,03015202
0301070103,Oslo LKS 070103,03015203
0301070104,Oslo LKS 070104,03015204
0301070105,Oslo LKS 070105,03015209
0301070105,Oslo LKS 070105,03015212
0301070106,Oslo LKS 070106,03015211
0301070201,Oslo LKS 070201,03015001
0301070201,Oslo LKS 070201,03015004
0301070201,Oslo LKS 070201,03015007
0301070202,Oslo LKS 070202,03015002
0301070202,Oslo LKS 070202,03015005
0301070203,Oslo LKS 070203,03015003
0301070204,Oslo LKS 070204,03015008
0301070301,Oslo LKS 070301,03014801
0301070301,Oslo LKS 070301,03014802
0301070301,Oslo LKS 070301,03014912
0301070302,Oslo LKS 070302,03014901
0301070302,Oslo LKS 070302,03014902
0301070303,Oslo LKS 070303,03014910
0301070303,Oslo LKS 070303,03014911
0301070401,Oslo LKS 070401,03014903
0301070401,Oslo LKS 070401,03014908
0301070401,Oslo LKS 070401,03014909
0301070402,Oslo LKS 070402,03014906
0301070403,Oslo LKS 070403,03014907
0301070501,Oslo LKS 070501,03014601
0301070502,Oslo LKS 070502,03014602
0301070503,Oslo LKS 070503,03014611
0301070504,Oslo LKS 070504,03014905
0301070601,Oslo LKS 070601,03014603
0301070601,Oslo LKS 070601,03014705
0301070602,Oslo LKS 070602,03014904
0301070701,Oslo LKS 070701,03014604
0301070701,Oslo LKS 070701,03014701
0301070702,Oslo LKS 070702,03014702
0301070702,Oslo LKS 070702,03014704
0301080101,Oslo LKS 080101,03014407
0301080101,Oslo LKS 080101,03014412
0301080102,Oslo LKS 080102,03014117
0301080102,Oslo LKS 080102,03014408
0301080102,Oslo LKS 080102,03014416
0301080201,Oslo LKS 080201,03014409
0301080202,Oslo LKS 080202,03014417
0301080203,Oslo LKS 080203,03014410
0301080203,Oslo LKS 080203,03014418
0301080301,Oslo LKS 080301,03014403
0301080302,Oslo LKS 080302,03014405
0301080303,Oslo LKS 080303,03014414
0301080303,Oslo LKS 080303,03014415
0301080304,Oslo LKS 080304,03014406
0301080401,Oslo LKS 080401,03014401
0301080401,Oslo LKS 080401,03014413
0301080402,Oslo LKS 080402,03014411
0301080403,Oslo LKS 080403,03014402
0301080501,Oslo LKS 080501,03014501
0301080502,Oslo LKS 080502,03014502
0301080503,Oslo LKS 080503,03014509
0301080601,Oslo LKS 080601,03014507
0301080602,Oslo LKS 080602,03014508
0301080603,Oslo LKS 080603,03014419
0301080603,Oslo LKS 080603,03014513
0301080604,Oslo LKS 080604,03014420
0301080701,Oslo LKS 080701,03014503
0301080701,Oslo LKS 080701,03014504
0301080701,Oslo LKS 080701,03014512
0301080702,Oslo LKS 080702,03014607
0301080702,Oslo LKS 080702,03014609
0301080702,Oslo LKS 080702,03014610
0301080703,Oslo LKS 080703,03014608
0301080704,Oslo LKS 080704,03014511
0301080801,Oslo LKS 080801,03014505
0301080802,Oslo LKS 080802,03011709
0301080802,Oslo LKS 080802,03014506
0301080802,Oslo LKS 080802,03014510
0301080803,Oslo LKS 080803,03014605
0301080803,Oslo LKS 080803,03014606
0301090101,Oslo LKS 090101,03014112
0301090101,Oslo LKS 090101,03014120
0301090102,Oslo LKS 090102,03014113
0301090103,Oslo LKS 090103,03014121
0301090103,Oslo LKS 090103,03014122
0301090201,Oslo LKS 090201,03014109
0301090202,Oslo LKS 090202,03014111
0301090202,Oslo LKS 090202,03014119
0301090203,Oslo LKS 090203,03014125
0301090203,Oslo LKS 090203,03014126
0301090401,Oslo LKS 090401,03014101
0301090402,Oslo LKS 090402,03014102
0301090403,Oslo LKS 090403,03014116
0301090403,Oslo LKS 090403,03014118
0301090404,Oslo LKS 090404,03014103
0301090405,Oslo LKS 090405,03014104
0301090501,Oslo LKS 090501,03014105
0301090501,Oslo LKS 090501,03014115
0301090501,Oslo LKS 090501,03014124
0301090502,Oslo LKS 090502,03014123
0301090503,Oslo LKS 090503,03014301
0301090601,Oslo LKS 090601,03014107
0301090602,Oslo LKS 090602,03014108
0301090602,Oslo LKS 090602,03014209
0301090602,Oslo LKS 090602,03014307
0301100101,Oslo LKS 100101,03014002
0301100102,Oslo LKS 100102,03014003
0301100103,Oslo LKS 100103,03014015
0301100104,Oslo LKS 100104,03014016
0301100201,Oslo LKS 100201,03014001
0301100202,Oslo LKS 100202,03014014
0301100202,Oslo LKS 100202,03014114
0301100301,Oslo LKS 100301,03014004
0301100302,Oslo LKS 100302,03014005
0301100302,Oslo LKS 100302,03014018
0301100303,Oslo LKS 100303,03014006
0301100303,Oslo LKS 100303,03014017
0301100401,Oslo LKS 100401,03014007
0301100401,Oslo LKS 100401,03014011
0301100402,Oslo LKS 100402,03014009
0301100501,Oslo LKS 100501,03013901
0301100501,Oslo LKS 100501,03013905
0301100501,Oslo LKS 100501,03014010
0301100502,Oslo LKS 100502,03014012
0301100503,Oslo LKS 100503,03014013
0301110101,Oslo LKS 110101,03013902
0301110101,Oslo LKS 110101,03013918
0301110102,Oslo LKS 110102,03013904
0301110102,Oslo LKS 110102,03013916
0301110102,Oslo LKS 110102,03013920
0301110103,Oslo LKS 110103,03013919
0301110201,Oslo LKS 110201,03013903
0301110202,Oslo LKS 110202,03013917
0301110301,Oslo LKS 110301,03013906
0301110301,Oslo LKS 110301,03013921
0301110301,Oslo LKS 110301,03014008
0301110401,Oslo LKS 110401,03013907
0301110402,Oslo LKS 110402,03013914
0301110501,Oslo LKS 110501,03013908
0301110501,Oslo LKS 110501,03013915
0301110502,Oslo LKS 110502,03013909
0301110503,Oslo LKS 110503,03013922
0301110503,Oslo LKS 110503,03013923
0301110601,Oslo LKS 110601,03013820
0301110602,Oslo LKS 110602,03013910
0301110603,Oslo LKS 110603,03013911
0301110604,Oslo LKS 110604,03013912
0301110604,Oslo LKS 110604,03013913
0301120101,Oslo LKS 120101,03013801
0301120101,Oslo LKS 120101,03013805
0301120101,Oslo LKS 120101,03013806
0301120101,Oslo LKS 120101,03013814
0301120102,Oslo LKS 120102,03013809
0301120103,Oslo LKS 120103,03013810
0301120103,Oslo LKS 120103,03013815
0301120104,Oslo LKS 120104,03013807
0301120104,Oslo LKS 120104,03013818
0301120105,Oslo LKS 120105,03013819
0301120201,Oslo LKS 120201,03013808
0301120201,Oslo LKS 120201,03013812
0301120201,Oslo LKS 120201,03013821
0301120202,Oslo LKS 120202,03013811
0301120203,Oslo LKS 120203,03013813
0301120301,Oslo LKS 120301,03013802
0301120301,Oslo LKS 120301,03013803
0301120302,Oslo LKS 120302,03013804
0301120303,Oslo LKS 120303,03013816
0301120304,Oslo LKS 120304,03013817
0301120401,Oslo LKS 120401,03013701
0301120401,Oslo LKS 120401,03013702
0301120401,Oslo LKS 120401,03013712
0301120401,Oslo LKS 120401,03013713
0301120402,Oslo LKS 120402,03013705
0301120403,Oslo LKS 120403,03013710
0301120403,Oslo LKS 120403,03013715
0301120403,Oslo LKS 120403,03013716
0301120404,Oslo LKS 120404,03013714
0301120501,Oslo LKS 120501,03013708
0301120502,Oslo LKS 120502,03013717
0301120502,Oslo LKS 120502,03013718
0301120601,Oslo LKS 120601,03013703
0301120601,Oslo LKS 120601,03013719
0301120602,Oslo LKS 120602,03013704
0301120602,Oslo LKS 120602,03013721
0301120602,Oslo LKS 120602,03014207
0301120603,Oslo LKS 120603,03013720
0301120701,Oslo LKS 120701,03013616
0301120701,Oslo LKS 120701,03014205
0301120702,Oslo LKS 120702,03014206
0301120703,Oslo LKS 120703,03014208
0301130101,Oslo LKS 130101,03013507
0301130101,Oslo LKS 130101,03013603
0301130102,Oslo LKS 130102,03013508
0301130102,Oslo LKS 130102,03013510
0301130103,Oslo LKS 130103,03013602
0301130103,Oslo LKS 130103,03013604
0301130104,Oslo LKS 130104,03013512
0301130105,Oslo LKS 130105,03013601
0301130201,Oslo LKS 130201,03013605
0301130201,Oslo LKS 130201,03013612
0301130201,Oslo LKS 130201,03013620
0301130201,Oslo LKS 130201,03013706
0301130202,Oslo LKS 130202,03013613
0301130203,Oslo LKS 130203,03013619
0301130204,Oslo LKS 130204,03013607
0301130204,Oslo LKS 130204,03013617
0301130301,Oslo LKS 130301,03013618
0301130301,Oslo LKS 130301,03013707
0301130301,Oslo LKS 130301,03013709
0301130301,Oslo LKS 130301,03013711
0301130302,Oslo LKS 130302,03013621
0301130303,Oslo LKS 130303,03013614
0301130304,Oslo LKS 130304,03013622
0301130305,Oslo LKS 130305,03013623
0301130306,Oslo LKS 130306,03013624
0301130401,Oslo LKS 130401,03013414
0301130402,Oslo LKS 130402,03013415
0301130403,Oslo LKS 130403,03013611
0301130404,Oslo LKS 130404,03013609
0301130404,Oslo LKS 130404,03013610
0301130501,Oslo LKS 130501,03013411
0301130501,Oslo LKS 130501,03013413
0301130502,Oslo LKS 130502,03013417
0301130503,Oslo LKS 130503,03013421
0301130504,Oslo LKS 130504,03013422
0301130504,Oslo LKS 130504,03013423
0301130601,Oslo LKS 130601,03013404
0301130601,Oslo LKS 130601,03013511
0301130602,Oslo LKS 130602,03013412
0301130602,Oslo LKS 130602,03013506
0301140101,Oslo LKS 140101,03013102
0301140102,Oslo LKS 140102,03013201
0301140102,Oslo LKS 140102,03013202
0301140201,Oslo LKS 140201,03013011
0301140201,Oslo LKS 140201,03013105
0301140202,Oslo LKS 140202,03013012
0301140202,Oslo LKS 140202,03013401
0301140203,Oslo LKS 140203,03013101
0301140204,Oslo LKS 140204,03013106
0301140301,Oslo LKS 140301,03013004
0301140301,Oslo LKS 140301,03013005
0301140302,Oslo LKS 140302,03013006
0301140303,Oslo LKS 140303,03013003
0301140303,Oslo LKS 140303,03013009
0301140304,Oslo LKS 140304,03013007
0301140305,Oslo LKS 140305,03013008
0301140305,Oslo LKS 140305,03013010
0301140401,Oslo LKS 140401,03013502
0301140402,Oslo LKS 140402,03013504
0301140403,Oslo LKS 140403,03013505
0301140404,Oslo LKS 140404,03013503
0301140404,Oslo LKS 140404,03013509
0301140501,Oslo LKS 140501,03013402
0301140501,Oslo LKS 140501,03013403
0301140502,Oslo LKS 140502,03013405
0301140502,Oslo LKS 140502,03013406
0301140503,Oslo LKS 140503,03013409
0301140504,Oslo LKS 140504,03013416
0301140504,Oslo LKS 140504,03013418
0301140504,Oslo LKS 140504,03013419
0301140504,Oslo LKS 140504,03013420
0301140601,Oslo LKS 140601,03013104
0301140601,Oslo LKS 140601,03013107
0301140602,Oslo LKS 140602,03013108
0301140603,Oslo LKS 140603,03013109
0301140604,Oslo LKS 140604,03013306
0301140604,Oslo LKS 140604,03013407
0301150101,Oslo LKS 150101,03013204
0301150102,Oslo LKS 150102,03013205
0301150103,Oslo LKS 150103,03013207
0301150104,Oslo LKS 150104,03013211
0301150104,Oslo LKS 150104,03013214
0301150201,Oslo LKS 150201,03013203
0301150201,Oslo LKS 150201,03013213
0301150202,Oslo LKS 150202,03013209
0301150202,Oslo LKS 150202,03013212
0301150203,Oslo LKS 150203,03013210
0301150301,Oslo LKS 150301,03013206
0301150302,Oslo LKS 150302,03013208
0301150303,Oslo LKS 150303,03013215
0301150401,Oslo LKS 150401,03013301
0301150402,Oslo LKS 150402,03013314
0301150403,Oslo LKS 150403,03013323
0301150403,Oslo LKS 150403,03013324
0301150403,Oslo LKS 150403,03013325
0301150501,Oslo LKS 150501,03013304
0301150501,Oslo LKS 150501,03013305
0301150502,Oslo LKS 150502,03013307
0301150502,Oslo LKS 150502,03013313
0301150502,Oslo LKS 150502,03013315
0301150601,Oslo LKS 150601,03013302
0301150601,Oslo LKS 150601,03013303
0301150601,Oslo LKS 150601,03013311
0301150601,Oslo LKS 150601,03013312
0301150601,Oslo LKS 150601,03013318
0301150601,Oslo LKS 150601,03013319
0301150602,Oslo LKS 150602,03013320
0301150603,Oslo LKS 150603,03013316
0301150604,Oslo LKS 150604,03013321
0301150605,Oslo LKS 150605,03013322
0301160101,Oslo LKS 160101,03010101
0301160101,Oslo LKS 160101,03010102
0301160101,Oslo LKS 160101,03010103
0301160101,Oslo LKS 160101,03010104
0301160101,Oslo LKS 160101,03010105
0301160101,Oslo LKS 160101,03010211
0301160101,Oslo LKS 160101,03010305
0301160101,Oslo LKS 160101,03010306
0301160101,Oslo LKS 160101,03010307
0301160101,Oslo LKS 160101,03010309
0301170101,Oslo LKS 170101,03015101
0301170101,Oslo LKS 170101,03015102
0301170101,Oslo LKS 170101,03015103
0301170101,Oslo LKS 170101,03015801
0301170101,Oslo LKS 170101,03015802
0301170101,Oslo LKS 170101,03015803
0301170101,Oslo LKS 170101,03015804
0301170101,Oslo LKS 170101,03015805
0301170101,Oslo LKS 170101,03015901
0301170101,Oslo LKS 170101,03015902
0301170101,Oslo LKS 170101,03016001
0301170101,Oslo LKS 170101,03016002
0301170101,Oslo LKS 170101,03016003
0301170101,Oslo LKS 170101,03016004
0301170101,Oslo LKS 170101,03016005
0301170101,Oslo LKS 170101,03016006
0301170101,Oslo LKS 170101,03016007
0301999999,Oslo LKS 019999,03010310
0301999999,Oslo LKS 019999,03011210
0301999999,Oslo LKS 019999,03012011
0301999999,Oslo LKS 019999,03012407
0301999999,Oslo LKS 019999,03013002
0301999999,Oslo LKS 019999,03013308
1101000001,Eigersund LKS 01,11010101
1101000001,Eigersund LKS 01,11010102
1101000001,Eigersund LKS 01,11010103
1101000001,Eigersund LKS 01,11010408
1101000001,Eigersund LKS 01,11010501
1101000001,Eigersund LKS 01,11010502
1101000001,Eigersund LKS 01,11010503
1101000001,Eigersund LKS 01,11010504
1101000002,Eigersund LKS 02,11010409
1101000002,Eigersund LKS 02,11010505
1101000002,Eigersund LKS 02,11010601
1101000002,Eigersund LKS 02,11010602
1101000002,Eigersund LKS 02,11010603
1101000002,Eigersund LKS 02,11010604
1101000002,Eigersund LKS 02,11010605
1101000002,Eigersund LKS 02,11010606
1101000002,Eigersund LKS 02,11010607
1101000002,Eigersund LKS 02,11010608
1101000003,Eigersund LKS 03,11010301
1101000003,Eigersund LKS 03,11010304
1101000003,Eigersund LKS 03,11010305
1101000003,Eigersund LKS 03,11010306
1101000004,Eigersund LKS 04,11010302
1101000004,Eigersund LKS 04,11010402
1101000004,Eigersund LKS 04,11010403
1101000004,Eigersund LKS 04,11010404
1101000005,Eigersund LKS 05,11010104
1101000005,Eigersund LKS 05,11010105
1101000005,Eigersund LKS 05,11010201
1101000005,Eigersund LKS 05,11010202
1101000005,Eigersund LKS 05,11010203
1101000005,Eigersund LKS 05,11010204
1101000006,Eigersund LKS 06,11010303
1101000006,Eigersund LKS 06,11010401
1101000006,Eigersund LKS 06,11010405
1101000006,Eigersund LKS 06,11010406
1101000006,Eigersund LKS 06,11010407
1103010001,Stavanger LKS 010001,11031102
1103010001,Stavanger LKS 010001,11031209
1103010001,Stavanger LKS 010001,11031214
1103010001,Stavanger LKS 010001,11031215
1103010001,Stavanger LKS 010001,11031217
1103010001,Stavanger LKS 010001,11031218
1103010001,Stavanger LKS 010001,11031225
1103010001,Stavanger LKS 010001,11031226
1103010002,Stavanger LKS 010002,11030101
1103010002,Stavanger LKS 010002,11030102
1103010002,Stavanger LKS 010002,11030104
1103010002,Stavanger LKS 010002,11030105
1103010002,Stavanger LKS 010002,11031208
1103010003,Stavanger LKS 010003,11031205
1103010003,Stavanger LKS 010003,11031206
1103010003,Stavanger LKS 010003,11031207
1103010003,Stavanger LKS 010003,11031216
1103010004,Stavanger LKS 010004,11031210
1103010004,Stavanger LKS 010004,11031219
1103010004,Stavanger LKS 010004,11031221
1103010005,Stavanger LKS 010005,11031211
1103010005,Stavanger LKS 010005,11031220
1103010005,Stavanger LKS 010005,11031222
1103010005,Stavanger LKS 010005,11031223
1103010005,Stavanger LKS 010005,11031224
1103020001,Stavanger LKS 020001,11032605
1103020001,Stavanger LKS 020001,11032703
1103020001,Stavanger LKS 020001,11032716
1103020001,Stavanger LKS 020001,11032717
1103020001,Stavanger LKS 020001,11032718
1103020001,Stavanger LKS 020001,11032720
1103020001,Stavanger LKS 020001,11032721
1103020002,Stavanger LKS 020002,11032705
1103020002,Stavanger LKS 020002,11032719
1103020002,Stavanger LKS 020002,11032722
1103020002,Stavanger LKS 020002,11032723
1103020002,Stavanger LKS 020002,11032724
1103020002,Stavanger LKS 020002,11032725
1103020003,Stavanger LKS 020003,11032708
1103020003,Stavanger LKS 020003,11032710
1103020003,Stavanger LKS 020003,11032712
1103020003,Stavanger LKS 020003,11032726
1103020003,Stavanger LKS 020003,11032727
1103020004,Stavanger LKS 020004,11032608
1103020004,Stavanger LKS 020004,11032609
1103020004,Stavanger LKS 020004,11032610
1103020004,Stavanger LKS 020004,11032709
1103020004,Stavanger LKS 020004,11032711
1103020005,Stavanger LKS 020005,11030910
1103020005,Stavanger LKS 020005,11032606
1103020005,Stavanger LKS 020005,11032607
1103020006,Stavanger LKS 020006,11032714
1103020006,Stavanger LKS 020006,11032715
1103020007,Stavanger LKS 020007,11032603
1103030001,Stavanger LKS 030001,11030801
1103030001,Stavanger LKS 030001,11030802
1103030001,Stavanger LKS 030001,11030905
1103030001,Stavanger LKS 030001,11030906
1103030001,Stavanger LKS 030001,11030915
1103030001,Stavanger LKS 030001,11030916
1103030002,Stavanger LKS 030002,11030601
1103030002,Stavanger LKS 030002,11030602
1103030002,Stavanger LKS 030002,11030807
1103030002,Stavanger LKS 030002,11030901
1103030002,Stavanger LKS 030002,11030912
1103030002,Stavanger LKS 030002,11030914
1103030003,Stavanger LKS 030003,11030804
