levekaar,lksnavn,grunnkrets
3312000004,Lier LKS 04,33120111
3312000004,Lier LKS 04,33120201
3312000004,Lier LKS 04,33120205
3312000004,Lier LKS 04,33120208
3312000004,Lier LKS 04,33120212
3312000004,Lier LKS 04,33120213
3312000004,Lier LKS 04,33120902
3312000005,Lier LKS 05,33120603
3312000005,Lier LKS 05,33121001
3312000005,Lier LKS 05,33121002
3312000005,Lier LKS 05,33121003
3312000005,Lier LKS 05,33121004
3312000006,Lier LKS 06,33120101
3312000006,Lier LKS 06,33120103
3312000006,Lier LKS 06,33120106
3312000006,Lier LKS 06,33120107
3312000007,Lier LKS 07,33120102
3312000007,Lier LKS 07,33120104
3312000007,Lier LKS 07,33120105
3312000008,Lier LKS 08,33120202
3312000008,Lier LKS 08,33120203
3312000008,Lier LKS 08,33120204
3312000009,Lier LKS 09,33120301
3312000009,Lier LKS 09,33120302
3312000009,Lier LKS 09,33120303
3312000009,Lier LKS 09,33120304
3312000009,Lier LKS 09,33120601
3312000009,Lier LKS 09,33120602
3312000009,Lier LKS 09,33120703
3312000009,Lier LKS 09,33120803
3312000010,Lier LKS 10,33120801
3312000010,Lier LKS 10,33120802
3312000010,Lier LKS 10,33120804
3312000010,Lier LKS 10,33120805
3312000010,Lier LKS 10,33120806
3314000001,Øvre Eiker LKS 01,33140104
3314000001,Øvre Eiker LKS 01,33140202
3314000001,Øvre Eiker LKS 01,33140204
3314000002,Øvre Eiker LKS 02,33140101
3314000002,Øvre Eiker LKS 02,33140102
3314000002,Øvre Eiker LKS 02,33140103
3314000002,Øvre Eiker LKS 02,33140105
3314000002,Øvre Eiker LKS 02,33140106
3314000002,Øvre Eiker LKS 02,33140201
3314000002,Øvre Eiker LKS 02,33140206
3314000002,Øvre Eiker LKS 02,33140208
3314000002,Øvre Eiker LKS 02,33140209
3314000002,Øvre Eiker LKS 02,33140303
3314000003,Øvre Eiker LKS 03,33140301
3314000003,Øvre Eiker LKS 03,33140302
3314000003,Øvre Eiker LKS 03,33140304
3314000003,Øvre Eiker LKS 03,33140305
3314000003,Øvre Eiker LKS 03,33140401
3314000003,Øvre Eiker LKS 03,33140402
3314000003,Øvre Eiker LKS 03,33140501
3314000003,Øvre Eiker LKS 03,33140502
3314000003,Øvre Eiker LKS 03,33140507
3314000004,Øvre Eiker LKS 04,33140503
3314000004,Øvre Eiker LKS 04,33140504
3314000004,Øvre Eiker LKS 04,33140505
3314000004,Øvre Eiker LKS 04,33140506
3314000005,Øvre Eiker LKS 05,33140207
3314000005,Øvre Eiker LKS 05,33140407
3314000005,Øvre Eiker LKS 05,33140408
3314000005,Øvre Eiker LKS 05,33140410
3314000006,Øvre Eiker LKS 06,33140405
3314000006,Øvre Eiker LKS 06,33140406
3314000007,Øvre Eiker LKS 07,33140306
3314000007,Øvre Eiker LKS 07,33140307
3314000007,Øvre Eiker LKS 07,33140409
3314000008,Øvre Eiker LKS 08,33140308
3314000008,Øvre Eiker LKS 08,33140403
3314000008,Øvre Eiker LKS 08,33140404
3314000009,Øvre Eiker LKS 09,33140203
3314000009,Øvre Eiker LKS 09,33140205
3316000001,Modum LKS 01,33160101
3316000001,Modum LKS 01,33160102
3316000001,Modum LKS 01,33160103
3316000001,Modum LKS 01,33160104
3316000001,Modum LKS 01,33160105
3316000001,Modum LKS 01,33160106
3316000001,Modum LKS 01,33160110
3316000001,Modum LKS 01,33160201
3316000001,Modum LKS 01,33160301
3316000001,Modum LKS 01,33160302
3316000001,Modum LKS 01,33160311
3316000001,Modum LKS 01,33160402
3316000001,Modum LKS 01,33160404
3316000001,Modum LKS 01,33160405
3316000001,Modum LKS 01,33160406
3316000001,Modum LKS 01,33160407
3316000001,Modum LKS 01,33160408
3316000002,Modum LKS 02,33160111
3316000002,Modum LKS 02,33160112
3316000002,Modum LKS 02,33160202
3316000002,Modum LKS 02,33160206
3316000003,Modum LKS 03,33160203
3316000003,Modum LKS 03,33160207
3316000003,Modum LKS 03,33160208
3316000003,Modum LKS 03,33160306
3316000003,Modum LKS 03,33160310
3316000004,Modum LKS 04,33160305
3316000004,Modum LKS 04,33160307
3316000004,Modum LKS 04,33160308
3316000005,Modum LKS 05,33160204
3316000005,Modum LKS 05,33160205
3316000005,Modum LKS 05,33160303
3316000005,Modum LKS 05,33160304
3316000005,Modum LKS 05,33160309
3316000005,Modum LKS 05,33160401
3316000005,Modum LKS 05,33160403
3316000006,Modum LKS 06,33160107
3316000006,Modum LKS 06,33160108
3316000006,Modum LKS 06,33160109
3318000001,Krødsherad LKS 01,33180101
3318000001,Krødsherad LKS 01,33180102
3318000001,Krødsherad LKS 01,33180103
3318000001,Krødsherad LKS 01,33180104
3318000001,Krødsherad LKS 01,33180105
3318000001,Krødsherad LKS 01,33180106
3318000001,Krødsherad LKS 01,33180107
3318000001,Krødsherad LKS 01,33180108
3318000001,Krødsherad LKS 01,33180201
3318000001,Krødsherad LKS 01,33180202
3318000001,Krødsherad LKS 01,33180203
3318000001,Krødsherad LKS 01,33180204
3318000001,Krødsherad LKS 01,33180205
3318000001,Krødsherad LKS 01,33180206
3318000001,Krødsherad LKS 01,33180207
3318000001,Krødsherad LKS 01,33180208
3318000001,Krødsherad LKS 01,33180209
3320000001,Flå LKS 01,33200101
3320000001,Flå LKS 01,33200102
3320000001,Flå LKS 01,33200103
3320000001,Flå LKS 01,33200104
3320000001,Flå LKS 01,33200105
3320000001,Flå LKS 01,33200106
3320000001,Flå LKS 01,33200107
3320000001,Flå LKS 01,33200108
3320000001,Flå LKS 01,33200109
3322000001,Nesbyen LKS 01,33220101
3322000001,Nesbyen LKS 01,33220102
3322000001,Nesbyen LKS 01,33220103
3322000001,Nesbyen LKS 01,33220104
3322000001,Nesbyen LKS 01,33220105
3322000001,Nesbyen LKS 01,33220106
3322000001,Nesbyen LKS 01,33220107
3322000001,Nesbyen LKS 01,33220108
3322000001,Nesbyen LKS 01,33220109
3322000001,Nesbyen LKS 01,33220110
3322000001,Nesbyen LKS 01,33220111
3322000001,Nesbyen LKS 01,33220112
3322000001,Nesbyen LKS 01,33220113
3322000001,Nesbyen LKS 01,33220114
3324000001,Gol LKS 01,33240101
3324000001,Gol LKS 01,33240102
3324000001,Gol LKS 01,33240103
3324000001,Gol LKS 01,33240104
3324000001,Gol LKS 01,33240105
3324000001,Gol LKS 01,33240201
3324000001,Gol LKS 01,33240202
3324000001,Gol LKS 01,33240203
3324000001,Gol LKS 01,33240204
3324000001,Gol LKS 01,33240205
3324000001,Gol LKS 01,33240206
3324000001,Gol LKS 01,33240207
3326000001,Hemsedal LKS 01,33260101
3326000001,Hemsedal LKS 01,33260102
3326000001,Hemsedal LKS 01,33260103
3326000001,Hemsedal LKS 01,33260104
3326000001,Hemsedal LKS 01,33260105
3326000001,Hemsedal LKS 01,33260106
3326000001,Hemsedal LKS 01,33260107
3326000001,Hemsedal LKS 01,33260108
3328000001,Ål LKS 01,33280201
3328000001,Ål LKS 01,33280202
3328000001,Ål LKS 01,33280203
3328000001,Ål LKS 01,33280204
3328000001,Ål LKS 01,33280205
3328000001,Ål LKS 01,33280206
3328000001,Ål LKS 01,33280207
3328000001,Ål LKS 01,33280208
3328000001,Ål LKS 01,33280209
3328000001,Ål LKS 01,33280211
3328000002,Ål LKS 02,33280101
3328000002,Ål LKS 02,33280102
3328000002,Ål LKS 02,33280103
3328000002,Ål LKS 02,33280104
3328000002,Ål LKS 02,33280105
3328000002,Ål LKS 02,33280106
3328000002,Ål LKS 02,33280210
3330000001,Hol LKS 01,33300101
3330000001,Hol LKS 01,33300102
3330000001,Hol LKS 01,33300103
3330000001,Hol LKS 01,33300104
3330000001,Hol LKS 01,33300105
3330000001,Hol LKS 01,33300106
3330000001,Hol LKS 01,33300107
3330000001,Hol LKS 01,33300108
3330000001,Hol LKS 01,33300109
3330000001,Hol LKS 01,33300110
3330000001,Hol LKS 01,33300201
3330000001,Hol LKS 01,33300202
3330000001,Hol LKS 01,33300203
3330000001,Hol LKS 01,33300204
3330000001,Hol LKS 01,33300205
3330000001,Hol LKS 01,33300206
3330000001,Hol LKS 01,33300207
3330000001,Hol LKS 01,33300208
3330000001,Hol LKS 01,33300209
3330000001,Hol LKS 01,33300210
3330000001,Hol LKS 01,33300211
3330000001,Hol LKS 01,33300212
3330000001,Hol LKS 01,33300213
3332000001,Sigdal LKS 01,33320101
3332000001,Sigdal LKS 01,33320102
3332000001,Sigdal LKS 01,33320103
3332000001,Sigdal LKS 01,33320104
3332000001,Sigdal LKS 01,33320105
3332000001,Sigdal LKS 01,33320106
3332000001,Sigdal LKS 01,33320107
3332000001,Sigdal LKS 01,33320201
3332000001,Sigdal LKS 01,33320202
3332000001,Sigdal LKS 01,33320203
3332000001,Sigdal LKS 01,33320204
3332000001,Sigdal LKS 01,33320205
3332000001,Sigdal LKS 01,33320206
3332000001,Sigdal LKS 01,33320301
3332000001,Sigdal LKS 01,33320302
3332000001,Sigdal LKS 01,33320303
3332000001,Sigdal LKS 01,33320304
3332000001,Sigdal LKS 01,33320305
3334000001,Flesberg LKS 01,33340101
3334000001,Flesberg LKS 01,33340102
3334000001,Flesberg LKS 01,33340103
3334000001,Flesberg LKS 01,33340104
3334000001,Flesberg LKS 01,33340105
3334000001,Flesberg LKS 01,33340106
3334000001,Flesberg LKS 01,33340107
3334000001,Flesberg LKS 01,33340108
3334000001,Flesberg LKS 01,33340109
3334000001,Flesberg LKS 01,33340110
3334000001,Flesberg LKS 01,33340111
3334000001,Flesberg LKS 01,33340112
3336000001,Rollag LKS 01,33360101
3336000001,Rollag LKS 01,33360102
3336000001,Rollag LKS 01,33360103
3336000001,Rollag LKS 01,33360104
3336000001,Rollag LKS 01,33360105
3336000001,Rollag LKS 01,33360106
3336000001,Rollag LKS 01,33360107
3336000001,Rollag LKS 01,33360108
3336000001,Rollag LKS 01,33360109
3336000001,Rollag LKS 01,33360110
3336000001,Rollag LKS 01,33360111
3336000001,Rollag LKS 01,33360112
3336000001,Rollag LKS 01,33360113
3338000001,Nore og Uvdal LKS 01,33380101
3338000001,Nore og Uvdal LKS 01,33380102
3338000001,Nore og Uvdal LKS 01,33380103
3338000001,Nore og Uvdal LKS 01,33380104
3338000001,Nore og Uvdal LKS 01,33380105
3338000001,Nore og Uvdal LKS 01,33380106
3338000001,Nore og Uvdal LKS 01,33380107
3338000001,Nore og Uvdal LKS 01,33380108
3338000001,Nore og Uvdal LKS 01,33380109
3338000001,Nore og Uvdal LKS 01,33380110
3338000001,Nore og Uvdal LKS 01,33380201
3338000001,Nore og Uvdal LKS 01,33380202
3338000001,Nore og Uvdal LKS 01,33380203
3338000001,Nore og Uvdal LKS 01,33380204
3338000001,Nore og Uvdal LKS 01,33380205
3338000001,Nore og Uvdal LKS 01,33380206
3338000001,Nore og Uvdal LKS 01,33380207
3338000001,Nore og Uvdal LKS 01,33380208
3401000001,Kongsvinger LKS 01,34010505
3401000001,Kongsvinger LKS 01,34010510
3401000001,Kongsvinger LKS 01,34010511
3401000001,Kongsvinger LKS 01,34010512
3401000001,Kongsvinger LKS 01,34010513
3401000001,Kongsvinger LKS 01,34010514
3401000001,Kongsvinger LKS 01,34010515
3401000001,Kongsvinger LKS 01,34010516
3401000001,Kongsvinger LKS 01,34010517
3401000002,Kongsvinger LKS 02,34010306
3401000002,Kongsvinger LKS 02,34010308
3401000002,Kongsvinger LKS 02,34010401
3401000002,Kongsvinger LKS 02,34010402
3401000002,Kongsvinger LKS 02,34010403
3401000002,Kongsvinger LKS 02,34010404
3401000002,Kongsvinger LKS 02,34010405
3401000002,Kongsvinger LKS 02,34010406
3401000002,Kongsvinger LKS 02,34010407
3401000002,Kongsvinger LKS 02,34010408
3401000002,Kongsvinger LKS 02,34010409
3401000002,Kongsvinger LKS 02,34010410
3401000002,Kongsvinger LKS 02,34010411
3401000002,Kongsvinger LKS 02,34010502
3401000002,Kongsvinger LKS 02,34010504
3401000002,Kongsvinger LKS 02,34010506
3401000002,Kongsvinger LKS 02,34010507
3401000002,Kongsvinger LKS 02,34010508
3401000002,Kongsvinger LKS 02,34010509
3401000002,Kongsvinger LKS 02,34010519
3401000002,Kongsvinger LKS 02,34010521
3401000003,Kongsvinger LKS 03,34010210
3401000003,Kongsvinger LKS 03,34010214
3401000003,Kongsvinger LKS 03,34010219
3401000003,Kongsvinger LKS 03,34010301
3401000003,Kongsvinger LKS 03,34010302
3401000003,Kongsvinger LKS 03,34010303
3401000003,Kongsvinger LKS 03,34010304
3401000003,Kongsvinger LKS 03,34010305
3401000003,Kongsvinger LKS 03,34010307
3401000003,Kongsvinger LKS 03,34010309
3401000004,Kongsvinger LKS 04,34010103
3401000004,Kongsvinger LKS 04,34010105
3401000004,Kongsvinger LKS 04,34010106
3401000004,Kongsvinger LKS 04,34010107
3401000004,Kongsvinger LKS 04,34010111
3401000004,Kongsvinger LKS 04,34010112
3401000004,Kongsvinger LKS 04,34010114
3401000004,Kongsvinger LKS 04,34010206
3401000004,Kongsvinger LKS 04,34010207
3401000004,Kongsvinger LKS 04,34010208
3401000005,Kongsvinger LKS 05,34010209
3401000005,Kongsvinger LKS 05,34010211
3401000005,Kongsvinger LKS 05,34010212
3401000005,Kongsvinger LKS 05,34010213
3401000005,Kongsvinger LKS 05,34010215
3401000005,Kongsvinger LKS 05,34010216
3401000005,Kongsvinger LKS 05,34010217
3401000005,Kongsvinger LKS 05,34010218
3401000006,Kongsvinger LKS 06,34010101
3401000006,Kongsvinger LKS 06,34010102
3401000006,Kongsvinger LKS 06,34010104
3401000006,Kongsvinger LKS 06,34010117
3401000006,Kongsvinger LKS 06,34010501
3401000006,Kongsvinger LKS 06,34010503
3401000006,Kongsvinger LKS 06,34010518
3401000006,Kongsvinger LKS 06,34010520
3401000007,Kongsvinger LKS 07,34010108
3401000007,Kongsvinger LKS 07,34010109
3401000007,Kongsvinger LKS 07,34010110
3401000007,Kongsvinger LKS 07,34010113
3401000007,Kongsvinger LKS 07,34010115
3401000007,Kongsvinger LKS 07,34010116
3401000007,Kongsvinger LKS 07,34010118
3401000008,Kongsvinger LKS 08,34010119
3401000008,Kongsvinger LKS 08,34010201
3401000008,Kongsvinger LKS 08,34010202
3401000008,Kongsvinger LKS 08,34010203
3401000008,Kongsvinger LKS 08,34010204
3401000008,Kongsvinger LKS 08,34010205
3401000008,Kongsvinger LKS 08,34010310
3403000001,Hamar LKS 01,34030303
3403000001,Hamar LKS 01,34030304
3403000001,Hamar LKS 01,34030307
3403000001,Hamar LKS 01,34030501
3403000001,Hamar LKS 01,34030601
3403000002,Hamar LKS 02,34030502
3403000002,Hamar LKS 02,34030602
3403000002,Hamar LKS 02,34030603
3403000002,Hamar LKS 02,34030604
3403000002,Hamar LKS 02,34030607
3403000002,Hamar LKS 02,34030610
3403000002,Hamar LKS 02,34030701
3403000002,Hamar LKS 02,34030702
3403000002,Hamar LKS 02,34030703
3403000002,Hamar LKS 02,34030704
3403000002,Hamar LKS 02,34030705
3403000002,Hamar LKS 02,34030708
3403000002,Hamar LKS 02,34030710
3403000002,Hamar LKS 02,34030711
3403000003,Hamar LKS 03,34030401
3403000003,Hamar LKS 03,34030402
3403000003,Hamar LKS 03,34030403
3403000003,Hamar LKS 03,34030404
3403000003,Hamar LKS 03,34030405
3403000003,Hamar LKS 03,34030408
3403000003,Hamar LKS 03,34030410
3403000004,Hamar LKS 04,34030901
3403000004,Hamar LKS 04,34030902
3403000004,Hamar LKS 04,34030903
3403000004,Hamar LKS 04,34030904
3403000004,Hamar LKS 04,34030906
3403000004,Hamar LKS 04,34030907
3403000004,Hamar LKS 04,34030908
3403000004,Hamar LKS 04,34030909
3403000004,Hamar LKS 04,34030910
3403000004,Hamar LKS 04,34030911
3403000004,Hamar LKS 04,34030912
3403000005,Hamar LKS 05,34030606
3403000005,Hamar LKS 05,34030608
3403000005,Hamar LKS 05,34030609
3403000005,Hamar LKS 05,34030611
3403000005,Hamar LKS 05,34030612
3403000005,Hamar LKS 05,34030806
3403000005,Hamar LKS 05,34030807
3403000005,Hamar LKS 05,34030808
3403000005,Hamar LKS 05,34030905
3403000006,Hamar LKS 06,34030706
3403000006,Hamar LKS 06,34030709
3403000006,Hamar LKS 06,34030801
3403000006,Hamar LKS 06,34030802
3403000006,Hamar LKS 06,34030803
3403000006,Hamar LKS 06,34030804
3403000006,Hamar LKS 06,34030805
3403000007,Hamar LKS 07,34030507
3403000007,Hamar LKS 07,34030508
3403000007,Hamar LKS 07,34030509
3403000007,Hamar LKS 07,34030510
3403000007,Hamar LKS 07,34030511
3403000007,Hamar LKS 07,34030605
3403000007,Hamar LKS 07,34030707
3403000008,Hamar LKS 08,34030107
3403000008,Hamar LKS 08,34030108
3403000008,Hamar LKS 08,34030109
3403000008,Hamar LKS 08,34030110
3403000008,Hamar LKS 08,34030111
3403000009,Hamar LKS 09,34030202
3403000009,Hamar LKS 09,34030203
3403000009,Hamar LKS 09,34030204
3403000009,Hamar LKS 09,34030306
3403000010,Hamar LKS 10,34030406
3403000010,Hamar LKS 10,34030407
3403000010,Hamar LKS 10,34030409
3403000011,Hamar LKS 11,34030106
3403000011,Hamar LKS 11,34030112
3403000011,Hamar LKS 11,34030301
3403000011,Hamar LKS 11,34030302
3403000011,Hamar LKS 11,34030305
3403000012,Hamar LKS 12,34030101
3403000012,Hamar LKS 12,34030102
3403000012,Hamar LKS 12,34030104
3403000012,Hamar LKS 12,34030105
3403000013,Hamar LKS 13,34030103
3403000013,Hamar LKS 13,34030201
3403000013,Hamar LKS 13,34030205
3403000014,Hamar LKS 14,34030503
3403000014,Hamar LKS 14,34030504
3403000014,Hamar LKS 14,34030505
3403000014,Hamar LKS 14,34030506
3405000001,Lillehammer LKS 01,34050101
3405000001,Lillehammer LKS 01,34050102
3405000001,Lillehammer LKS 01,34050103
3405000001,Lillehammer LKS 01,34050104
3405000001,Lillehammer LKS 01,34050202
3405000001,Lillehammer LKS 01,34050303
3405000001,Lillehammer LKS 01,34050514
3405000001,Lillehammer LKS 01,34050519
3405000002,Lillehammer LKS 02,34050203
3405000002,Lillehammer LKS 02,34050204
3405000002,Lillehammer LKS 02,34050309
3405000002,Lillehammer LKS 02,34050406
3405000002,Lillehammer LKS 02,34050407
3405000002,Lillehammer LKS 02,34050408
3405000002,Lillehammer LKS 02,34050409
3405000002,Lillehammer LKS 02,34050510
3405000002,Lillehammer LKS 02,34050511
3405000002,Lillehammer LKS 02,34050513
3405000002,Lillehammer LKS 02,34050518
3405000002,Lillehammer LKS 02,34050606
3405000003,Lillehammer LKS 03,34050402
3405000003,Lillehammer LKS 03,34050403
3405000003,Lillehammer LKS 03,34050405
3405000003,Lillehammer LKS 03,34050601
3405000003,Lillehammer LKS 03,34050602
3405000003,Lillehammer LKS 03,34050603
3405000003,Lillehammer LKS 03,34050604
3405000003,Lillehammer LKS 03,34050605
3405000004,Lillehammer LKS 04,34050504
3405000004,Lillehammer LKS 04,34050506
3405000004,Lillehammer LKS 04,34050507
3405000004,Lillehammer LKS 04,34050508
3405000004,Lillehammer LKS 04,34050509
3405000004,Lillehammer LKS 04,34050515
3405000004,Lillehammer LKS 04,34050516
3405000004,Lillehammer LKS 04,34050517
3405000005,Lillehammer LKS 05,34050404
3405000005,Lillehammer LKS 05,34050702
3405000005,Lillehammer LKS 05,34050703
3405000005,Lillehammer LKS 05,34050704
3405000005,Lillehammer LKS 05,34050705
3405000005,Lillehammer LKS 05,34050706
3405000006,Lillehammer LKS 06,34050401
3405000006,Lillehammer LKS 06,34050410
3405000006,Lillehammer LKS 06,34050411
3405000006,Lillehammer LKS 06,34050501
3405000006,Lillehammer LKS 06,34050502
3405000006,Lillehammer LKS 06,34050505
3405000007,Lillehammer LKS 07,34050503
3405000007,Lillehammer LKS 07,34050701
3405000007,Lillehammer LKS 07,34050707
3405000008,Lillehammer LKS 08,34050512
3405000009,Lillehammer LKS 09,34050201
3405000009,Lillehammer LKS 09,34050301
3405000009,Lillehammer LKS 09,34050302
3405000009,Lillehammer LKS 09,34050304
3405000009,Lillehammer LKS 09,34050305
3405000009,Lillehammer LKS 09,34050306
3405000009,Lillehammer LKS 09,34050307
3405000009,Lillehammer LKS 09,34050308
3407000001,Gjøvik LKS 01,34071102
3407000001,Gjøvik LKS 01,34071105
3407000001,Gjøvik LKS 01,34071106
3407000001,Gjøvik LKS 01,34071107
3407000001,Gjøvik LKS 01,34071108
3407000001,Gjøvik LKS 01,34071109
3407000001,Gjøvik LKS 01,34071201
3407000001,Gjøvik LKS 01,34071203
3407000001,Gjøvik LKS 01,34071204
3407000001,Gjøvik LKS 01,34071205
3407000001,Gjøvik LKS 01,34071206
3407000001,Gjøvik LKS 01,34071207
3407000001,Gjøvik LKS 01,34071208
3407000001,Gjøvik LKS 01,34071209
3407000001,Gjøvik LKS 01,34071302
3407000001,Gjøvik LKS 01,34071303
3407000001,Gjøvik LKS 01,34071308
3407000001,Gjøvik LKS 01,34071309
3407000001,Gjøvik LKS 01,34071310
3407000001,Gjøvik LKS 01,34071311
3407000001,Gjøvik LKS 01,34071312
3407000001,Gjøvik LKS 01,34071313
3407000002,Gjøvik LKS 02,34070101
3407000002,Gjøvik LKS 02,34070102
3407000002,Gjøvik LKS 02,34070103
3407000002,Gjøvik LKS 02,34070104
3407000002,Gjøvik LKS 02,34070105
3407000002,Gjøvik LKS 02,34070106
3407000002,Gjøvik LKS 02,34070702
3407000002,Gjøvik LKS 02,34070706
3407000002,Gjøvik LKS 02,34070707
3407000002,Gjøvik LKS 02,34070709
3407000002,Gjøvik LKS 02,34070711
3407000003,Gjøvik LKS 03,34070107
3407000003,Gjøvik LKS 03,34070201
3407000003,Gjøvik LKS 03,34070202
3407000003,Gjøvik LKS 03,34070203
3407000003,Gjøvik LKS 03,34070204
3407000003,Gjøvik LKS 03,34070301
3407000003,Gjøvik LKS 03,34070302
3407000003,Gjøvik LKS 03,34070303
3407000003,Gjøvik LKS 03,34070304
3407000003,Gjøvik LKS 03,34070708
3407000003,Gjøvik LKS 03,34070710
3407000003,Gjøvik LKS 03,34070712
3407000003,Gjøvik LKS 03,34070803
3407000003,Gjøvik LKS 03,34070804
3407000004,Gjøvik LKS 04,34070602
3407000004,Gjøvik LKS 04,34070606
3407000004,Gjøvik LKS 04,34070901
3407000004,Gjøvik LKS 04,34070903
3407000004,Gjøvik LKS 04,34071001
3407000004,Gjøvik LKS 04,34071002
3407000004,Gjøvik LKS 04,34071003
3407000004,Gjøvik LKS 04,34071006
3407000004,Gjøvik LKS 04,34071007
3407000004,Gjøvik LKS 04,34071010
3407000004,Gjøvik LKS 04,34071103
3407000004,Gjøvik LKS 04,34071104
3407000004,Gjøvik LKS 04,34071202
3407000005,Gjøvik LKS 05,34070501
3407000005,Gjøvik LKS 05,34070601
3407000005,Gjøvik LKS 05,34070603
3407000005,Gjøvik LKS 05,34070604
3407000005,Gjøvik LKS 05,34070605
3407000005,Gjøvik LKS 05,34070607
3407000005,Gjøvik LKS 05,34070608
3407000005,Gjøvik LKS 05,34070609
3407000005,Gjøvik LKS 05,34070610
3407000005,Gjøvik LKS 05,34070612
3407000005,Gjøvik LKS 05,34071101
3407000006,Gjøvik LKS 06,34070305
3407000006,Gjøvik LKS 06,34070401
3407000006,Gjøvik LKS 06,34070402
3407000006,Gjøvik LKS 06,34070403
3407000006,Gjøvik LKS 06,34070404
3407000006,Gjøvik LKS 06,34070405
3407000006,Gjøvik LKS 06,34070406
3407000007,Gjøvik LKS 07,34070801
3407000007,Gjøvik LKS 07,34070802
3407000007,Gjøvik LKS 07,34070805
3407000007,Gjøvik LKS 07,34070806
3407000007,Gjøvik LKS 07,34070807
3407000007,Gjøvik LKS 07,34070809
3407000008,Gjøvik LKS 08,34070502
3407000008,Gjøvik LKS 08,34070503
3407000008,Gjøvik LKS 08,34070504
3407000008,Gjøvik LKS 08,34070611
3407000008,Gjøvik LKS 08,34070810
3407000009,Gjøvik LKS 09,34070808
3407000009,Gjøvik LKS 09,34071004
3407000009,Gjøvik LKS 09,34071005
3407000009,Gjøvik LKS 09,34071008
3407000009,Gjøvik LKS 09,34071009
3407000010,Gjøvik LKS 10,34071301
3407000010,Gjøvik LKS 10,34071304
3407000010,Gjøvik LKS 10,34071305
3407000010,Gjøvik LKS 10,34071306
3407000010,Gjøvik LKS 10,34071307
3407000011,Gjøvik LKS 11,34070701
3407000011,Gjøvik LKS 11,34070703
3407000011,Gjøvik LKS 11,34070704
3407000011,Gjøvik LKS 11,34070705
3407000011,Gjøvik LKS 11,34070902
3407000011,Gjøvik LKS 11,34070904
3411000001,Ringsaker LKS 01,34110703
3411000001,Ringsaker LKS 01,34110704
3411000001,Ringsaker LKS 01,34110723
3411000001,Ringsaker LKS 01,34110725
3411000001,Ringsaker LKS 01,34110801
3411000001,Ringsaker LKS 01,34110802
3411000001,Ringsaker LKS 01,34110803
3411000001,Ringsaker LKS 01,34110821
3411000001,Ringsaker LKS 01,34110822
3411000001,Ringsaker LKS 01,34110823
3411000001,Ringsaker LKS 01,34110824
3411000001,Ringsaker LKS 01,34110921
3411000001,Ringsaker LKS 01,34110922
3411000001,Ringsaker LKS 01,34110941
3411000001,Ringsaker LKS 01,34110942
3411000001,Ringsaker LKS 01,34111102
3411000001,Ringsaker LKS 01,34111103
3411000002,Ringsaker LKS 02,34110724
3411000002,Ringsaker LKS 02,34110902
3411000002,Ringsaker LKS 02,34110923
3411000002,Ringsaker LKS 02,34110924
3411000002,Ringsaker LKS 02,34110925
3411000002,Ringsaker LKS 02,34110943
3411000002,Ringsaker LKS 02,34110944
3411000002,Ringsaker LKS 02,34110945
3411000002,Ringsaker LKS 02,34111001
3411000002,Ringsaker LKS 02,34111002
3411000002,Ringsaker LKS 02,34111003
3411000002,Ringsaker LKS 02,34111021
3411000002,Ringsaker LKS 02,34111022
3411000002,Ringsaker LKS 02,34111023
3411000002,Ringsaker LKS 02,34111024
3411000003,Ringsaker LKS 03,34111222
3411000003,Ringsaker LKS 03,34111402
3411000003,Ringsaker LKS 03,34111403
3411000003,Ringsaker LKS 03,34111404
3411000003,Ringsaker LKS 03,34111421
3411000003,Ringsaker LKS 03,34111422
3411000003,Ringsaker LKS 03,34111423
3411000003,Ringsaker LKS 03,34111424
3411000003,Ringsaker LKS 03,34111501
3411000003,Ringsaker LKS 03,34111502
3411000003,Ringsaker LKS 03,34111503
3411000003,Ringsaker LKS 03,34111504
3411000003,Ringsaker LKS 03,34111505
3411000003,Ringsaker LKS 03,34111506
3411000004,Ringsaker LKS 04,34111221
3411000004,Ringsaker LKS 04,34111223
3411000004,Ringsaker LKS 04,34111224
3411000004,Ringsaker LKS 04,34111301
3411000004,Ringsaker LKS 04,34111302
3411000004,Ringsaker LKS 04,34111304
3411000004,Ringsaker LKS 04,34111305
3411000004,Ringsaker LKS 04,34111321
3411000004,Ringsaker LKS 04,34111322
3411000004,Ringsaker LKS 04,34111323
3411000004,Ringsaker LKS 04,34111401
3411000005,Ringsaker LKS 05,34110102
3411000005,Ringsaker LKS 05,34110103
3411000005,Ringsaker LKS 05,34110104
3411000005,Ringsaker LKS 05,34110105
3411000005,Ringsaker LKS 05,34110121
3411000005,Ringsaker LKS 05,34110122
3411000005,Ringsaker LKS 05,34110123
3411000005,Ringsaker LKS 05,34110124
3411000005,Ringsaker LKS 05,34110127
3411000006,Ringsaker LKS 06,34110307
3411000006,Ringsaker LKS 06,34110310
3411000006,Ringsaker LKS 06,34110311
3411000006,Ringsaker LKS 06,34110313
3411000006,Ringsaker LKS 06,34110314
3411000006,Ringsaker LKS 06,34110405
3411000006,Ringsaker LKS 06,34110502
3411000006,Ringsaker LKS 06,34110504
3411000006,Ringsaker LKS 06,34110505
3411000007,Ringsaker LKS 07,34110308
3411000007,Ringsaker LKS 07,34110312
